County Level Timeseries Data for Washington
Date generated: Thu Sep 30 2021 15:36:58 GMT+0200 (Central European Summer Time)
FIPS code,State Abbreviation,State Name,County,Cases 7-day rolling average,Deaths 7-day rolling average,Tests performed 7-day rolling average,Test positivity 7-day rolling average,Total admissions of confirmed COVID-19 patients 7-day rolling average - reports including both adult and pediatric patients,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Date,Report date window start,Report date window end,Level of Community Transmission 
53033,WA,Washington,King County,218.571,8.42857,null,null,13.57,4.05,6.82,2021-02-22,2021-02-16,2021-02-22,substantial
53033,WA,Washington,King County,184.857,6.57143,null,null,13.43,4.1,7.09,2021-02-21,2021-02-15,2021-02-21,substantial
53033,WA,Washington,King County,184.857,6.57143,null,null,13,4.17,7.34,2021-02-20,2021-02-14,2021-02-20,substantial
53033,WA,Washington,King County,183.571,6.57143,null,null,13.57,4.24,7.52,2021-02-19,2021-02-13,2021-02-19,substantial
53033,WA,Washington,King County,188.571,6.14286,null,null,13,4.31,7.9,2021-02-18,2021-02-12,2021-02-18,substantial
53033,WA,Washington,King County,200.714,4.85714,null,null,14.71,4.5,8.35,2021-02-17,2021-02-11,2021-02-17,substantial
53033,WA,Washington,King County,204,4.42857,null,null,14,4.62,8.46,2021-02-16,2021-02-10,2021-02-16,substantial
53033,WA,Washington,King County,160.857,4.85714,null,null,13,4.71,8.4,2021-02-15,2021-02-09,2021-02-15,substantial
53033,WA,Washington,King County,263.143,4.85714,null,null,13.29,4.84,8.61,2021-02-14,2021-02-08,2021-02-14,substantial
53033,WA,Washington,King County,263.143,4.85714,null,null,14,4.96,8.9,2021-02-13,2021-02-07,2021-02-13,substantial
53033,WA,Washington,King County,242.714,4.85714,null,null,14.43,5.08,9.34,2021-02-12,2021-02-06,2021-02-12,substantial
53033,WA,Washington,King County,248.857,5.28571,null,null,15.14,5.17,9.52,2021-02-11,2021-02-05,2021-02-11,substantial
53033,WA,Washington,King County,247.857,4.42857,null,null,15.14,5.22,9.7,2021-02-10,2021-02-04,2021-02-10,substantial
53033,WA,Washington,King County,273.714,5.42857,null,null,16.29,5.23,9.91,2021-02-09,2021-02-03,2021-02-09,substantial
53033,WA,Washington,King County,289.429,3.57143,null,null,17.43,5.24,9.93,2021-02-08,2021-02-02,2021-02-08,substantial
53033,WA,Washington,King County,241.286,5,null,null,18,5.2,9.94,2021-02-07,2021-02-01,2021-02-07,substantial
53033,WA,Washington,King County,241.286,5,null,null,18,5.16,9.95,2021-02-06,2021-01-31,2021-02-06,substantial
53033,WA,Washington,King County,277.143,5,null,null,18.57,5.05,9.77,2021-02-05,2021-01-30,2021-02-05,substantial
53033,WA,Washington,King County,324.714,5,null,null,18.86,4.92,9.56,2021-02-04,2021-01-29,2021-02-04,high
53033,WA,Washington,King County,357.429,4.85714,null,null,18.71,4.86,9.51,2021-02-03,2021-01-28,2021-02-03,high
53033,WA,Washington,King County,361.714,4.57143,null,null,18.14,4.83,9.39,2021-02-02,2021-01-27,2021-02-02,high
53033,WA,Washington,King County,355.143,4.71429,null,null,19,4.82,9.4,2021-02-01,2021-01-26,2021-02-01,high
53033,WA,Washington,King County,368.143,5.57143,null,null,18.14,4.91,9.31,2021-01-31,2021-01-25,2021-01-31,high
53033,WA,Washington,King County,368.143,5.57143,null,null,19,4.97,9.28,2021-01-30,2021-01-24,2021-01-30,high
53033,WA,Washington,King County,391.429,5.57143,null,null,19.57,5.06,9.37,2021-01-29,2021-01-23,2021-01-29,high
53033,WA,Washington,King County,366.714,6,null,null,19.71,5.12,9.58,2021-01-28,2021-01-22,2021-01-28,high
53033,WA,Washington,King County,354.571,9.14286,null,null,20.14,5.15,9.74,2021-01-27,2021-01-21,2021-01-27,high
53033,WA,Washington,King County,354.143,7.71429,null,null,20.57,5.2,10.08,2021-01-26,2021-01-20,2021-01-26,high
53033,WA,Washington,King County,412.571,9.57143,null,null,19.86,5.25,10.4,2021-01-25,2021-01-19,2021-01-25,high
53033,WA,Washington,King County,345.429,7.28571,null,null,20.71,5.24,10.49,2021-01-24,2021-01-18,2021-01-24,high
53033,WA,Washington,King County,454.286,7.28571,null,null,20.71,5.28,10.4,2021-01-23,2021-01-17,2021-01-23,high
53033,WA,Washington,King County,385.429,7.28571,null,null,19.29,5.32,10.31,2021-01-22,2021-01-16,2021-01-22,high
53033,WA,Washington,King County,407.714,6.71429,null,null,19.43,5.42,10.1,2021-01-21,2021-01-15,2021-01-21,high
53033,WA,Washington,King County,424.429,4.42857,null,null,18.71,5.56,10.02,2021-01-20,2021-01-14,2021-01-20,high
53033,WA,Washington,King County,446,6.28571,null,null,18.29,5.67,9.92,2021-01-19,2021-01-13,2021-01-19,null
53033,WA,Washington,King County,422.286,6.71429,null,null,19.43,5.71,9.66,2021-01-18,2021-01-12,2021-01-18,null
53033,WA,Washington,King County,602.286,6.71429,null,null,19,5.8,9.86,2021-01-17,2021-01-11,2021-01-17,null
53033,WA,Washington,King County,493.429,6.71429,null,null,18.71,5.82,10.24,2021-01-16,2021-01-10,2021-01-16,null
53033,WA,Washington,King County,617.286,6.71429,null,null,20.43,5.9,10.55,2021-01-15,2021-01-09,2021-01-15,null
53033,WA,Washington,King County,664,7.28571,null,null,20.71,5.99,11.07,2021-01-14,2021-01-08,2021-01-14,null
53033,WA,Washington,King County,688.571,7.14286,null,null,21.29,6.04,11.38,2021-01-13,2021-01-07,2021-01-13,null
53033,WA,Washington,King County,673,7.71429,null,null,22.86,6.17,11.75,2021-01-12,2021-01-06,2021-01-12,null
53033,WA,Washington,King County,641.286,7.57143,null,null,22.43,6.35,12.52,2021-01-11,2021-01-05,2021-01-11,null
53033,WA,Washington,King County,504.857,7.85714,null,null,23.71,6.46,12.93,2021-01-10,2021-01-04,2021-01-10,null
53033,WA,Washington,King County,888.429,7.85714,null,null,23.71,6.58,13.07,2021-01-09,2021-01-03,2021-01-09,null
53033,WA,Washington,King County,764.571,7.85714,null,null,23.29,6.68,13.22,2021-01-08,2021-01-02,2021-01-08,null
53033,WA,Washington,King County,631.143,6.14286,null,null,23.86,6.75,13.51,2021-01-07,2021-01-01,2021-01-07,null
53033,WA,Washington,King County,653.714,6.85714,null,null,26.14,6.81,13.82,2021-01-06,2020-12-31,2021-01-06,null
53033,WA,Washington,King County,625.571,6.57143,null,null,25.43,6.82,13.91,2021-01-05,2020-12-30,2021-01-05,null
53033,WA,Washington,King County,631.714,10.7143,null,null,25.86,6.88,13.99,2021-01-04,2020-12-29,2021-01-04,null
53033,WA,Washington,King County,653.143,10.5714,null,null,25.86,7.1,13.96,2021-01-03,2020-12-28,2021-01-03,null
53033,WA,Washington,King County,269.571,10.5714,null,null,27.29,7.3,13.87,2021-01-02,2020-12-27,2021-01-02,null
53033,WA,Washington,King County,383.714,10.5714,null,null,27.43,7.45,13.83,2021-01-01,2020-12-26,2021-01-01,null
53033,WA,Washington,King County,383.714,10.5714,null,null,26.43,7.53,13.58,2020-12-31,2020-12-25,2020-12-31,null
53033,WA,Washington,King County,332.429,9,null,null,25.29,7.58,13.22,2020-12-30,2020-12-24,2020-12-30,null
53033,WA,Washington,King County,355.286,8.28571,null,null,26.43,7.72,12.93,2020-12-29,2020-12-23,2020-12-29,null
53033,WA,Washington,King County,343,3,null,null,25.86,7.75,12.72,2020-12-28,2020-12-22,2020-12-28,null
53033,WA,Washington,King County,415.714,2.85714,null,null,26.43,7.68,12.86,2020-12-27,2020-12-21,2020-12-27,null
53033,WA,Washington,King County,415.714,2.85714,null,null,25.57,7.64,12.95,2020-12-26,2020-12-20,2020-12-26,null
53033,WA,Washington,King County,394.286,2.85714,null,null,25.29,7.67,13.13,2020-12-25,2020-12-19,2020-12-25,null
53033,WA,Washington,King County,518,2.85714,null,null,25.57,7.87,13.49,2020-12-24,2020-12-18,2020-12-24,null
53033,WA,Washington,King County,535.143,5.42857,null,null,25.14,8.05,14.16,2020-12-23,2020-12-17,2020-12-23,null
53033,WA,Washington,King County,475.857,4,null,null,24.29,8.15,14.66,2020-12-22,2020-12-16,2020-12-22,null
53033,WA,Washington,King County,482,2.85714,null,null,26.86,8.21,14.95,2020-12-21,2020-12-15,2020-12-21,null
53033,WA,Washington,King County,392.714,2.85714,null,null,26.43,8.23,14.89,2020-12-20,2020-12-14,2020-12-20,null
53033,WA,Washington,King County,479.286,2.85714,null,null,27,8.26,15.19,2020-12-19,2020-12-13,2020-12-19,null
53033,WA,Washington,King County,481.857,3,null,null,27.57,8.26,15.5,2020-12-18,2020-12-12,2020-12-18,null
53033,WA,Washington,King County,474.286,3.42857,null,null,28.29,8.19,15.79,2020-12-17,2020-12-11,2020-12-17,null
53033,WA,Washington,King County,494.429,suppressed,null,null,27.86,8.12,15.68,2020-12-16,2020-12-10,2020-12-16,null
53033,WA,Washington,King County,609,1.57143,null,null,27.86,8.03,15.67,2020-12-15,2020-12-09,2020-12-15,null
53033,WA,Washington,King County,667.571,2.14286,null,null,26,7.97,15.62,2020-12-14,2020-12-08,2020-12-14,null
53033,WA,Washington,King County,753,3.14286,null,null,25.71,7.91,15.96,2020-12-13,2020-12-07,2020-12-13,null
53033,WA,Washington,King County,925.143,3.42857,null,null,25.29,7.83,16.2,2020-12-12,2020-12-06,2020-12-12,null
53033,WA,Washington,King County,884,3.71429,null,null,25.71,7.74,16.19,2020-12-11,2020-12-05,2020-12-11,null
53033,WA,Washington,King County,848.714,4.71429,null,null,24.71,7.59,16.1,2020-12-10,2020-12-04,2020-12-10,null
53033,WA,Washington,King County,804.286,5.28571,null,null,25.71,7.51,16.09,2020-12-09,2020-12-03,2020-12-09,null
53033,WA,Washington,King County,738.571,6,null,null,24.86,7.4,16.28,2020-12-08,2020-12-02,2020-12-08,null
53033,WA,Washington,King County,732.429,6,null,null,24.57,7.32,16.67,2020-12-07,2020-12-01,2020-12-07,null
53033,WA,Washington,King County,706.143,6.42857,null,null,23.57,7.23,16.71,2020-12-06,2020-11-30,2020-12-06,null
53033,WA,Washington,King County,517.714,6.57143,null,null,23.14,7.11,16.53,2020-12-05,2020-11-29,2020-12-05,null
53033,WA,Washington,King County,542.286,6.85714,null,null,21.86,7,16.65,2020-12-04,2020-11-28,2020-12-04,null
53033,WA,Washington,King County,538.571,5.57143,null,null,23.14,6.9,16.54,2020-12-03,2020-11-27,2020-12-03,null
53033,WA,Washington,King County,563.571,5.14286,null,null,22.71,6.77,16.46,2020-12-02,2020-11-26,2020-12-02,null
53033,WA,Washington,King County,621.714,4.14286,null,null,22.86,6.63,16.12,2020-12-01,2020-11-25,2020-12-01,null
53033,WA,Washington,King County,657,3.85714,null,null,23.14,6.51,15.45,2020-11-30,2020-11-24,2020-11-30,null
53033,WA,Washington,King County,673.286,2.71429,null,null,23.29,6.43,14.82,2020-11-29,2020-11-23,2020-11-29,null
53033,WA,Washington,King County,778.714,3.14286,null,null,23.71,6.32,14.29,2020-11-28,2020-11-22,2020-11-28,null
53033,WA,Washington,King County,813,3.28571,null,null,23.71,6.2,13.46,2020-11-27,2020-11-21,2020-11-27,null
53033,WA,Washington,King County,807.857,3.28571,null,null,23,6.08,12.79,2020-11-26,2020-11-20,2020-11-26,null
53033,WA,Washington,King County,815.714,3.42857,null,null,21.86,5.95,12.04,2020-11-25,2020-11-19,2020-11-25,null
53033,WA,Washington,King County,789.857,3.28571,null,null,22.43,5.73,11.65,2020-11-24,2020-11-18,2020-11-24,null
53033,WA,Washington,King County,698.429,3.28571,null,null,21.14,5.55,11.29,2020-11-23,2020-11-17,2020-11-23,null
53033,WA,Washington,King County,684.571,3.57143,null,null,21.29,5.35,10.93,2020-11-22,2020-11-16,2020-11-22,null
53033,WA,Washington,King County,577.714,3,null,null,20.14,5.15,10.62,2020-11-21,2020-11-15,2020-11-21,null
53033,WA,Washington,King County,554.286,2.42857,null,null,21,4.94,10.24,2020-11-20,2020-11-14,2020-11-20,null
53033,WA,Washington,King County,591.429,2.42857,null,null,18.86,4.67,9.69,2020-11-19,2020-11-13,2020-11-19,null
53033,WA,Washington,King County,571.857,1.85714,null,null,18.43,4.45,9.2,2020-11-18,2020-11-12,2020-11-18,null
53033,WA,Washington,King County,576.571,1.85714,null,null,17.86,4.36,8.59,2020-11-17,2020-11-11,2020-11-17,null
53033,WA,Washington,King County,601.857,2,null,null,17.57,3.95,7.92,2020-11-16,2020-11-10,2020-11-16,null
53033,WA,Washington,King County,538.571,1.85714,null,null,17,3.78,7.4,2020-11-15,2020-11-09,2020-11-15,null
53033,WA,Washington,King County,516.143,1.57143,null,null,18,3.63,6.91,2020-11-14,2020-11-08,2020-11-14,null
53033,WA,Washington,King County,493.429,1.42857,null,null,15.86,3.37,6.38,2020-11-13,2020-11-07,2020-11-13,null
53033,WA,Washington,King County,462.857,1.42857,null,null,16.14,3.2,6.1,2020-11-12,2020-11-06,2020-11-12,null
53033,WA,Washington,King County,462.429,1.42857,null,null,14.71,3,5.74,2020-11-11,2020-11-05,2020-11-11,null
53033,WA,Washington,King County,420.429,1.42857,null,null,12.29,2.76,5.34,2020-11-10,2020-11-04,2020-11-10,null
53033,WA,Washington,King County,460.143,suppressed,null,null,11.14,2.73,5.16,2020-11-09,2020-11-03,2020-11-09,null
53033,WA,Washington,King County,429.286,suppressed,null,null,10.43,2.57,5.08,2020-11-08,2020-11-02,2020-11-08,null
53033,WA,Washington,King County,422,suppressed,null,null,8.29,2.42,4.79,2020-11-07,2020-11-01,2020-11-07,null
53033,WA,Washington,King County,386.429,suppressed,null,null,7.14,2.36,4.74,2020-11-06,2020-10-31,2020-11-06,null
53033,WA,Washington,King County,362.143,suppressed,null,null,7,2.26,4.57,2020-11-05,2020-10-30,2020-11-05,null
53033,WA,Washington,King County,330.143,suppressed,null,null,6.86,2.23,4.43,2020-11-04,2020-10-29,2020-11-04,null
53033,WA,Washington,King County,323.286,suppressed,null,null,7.29,2.24,4.37,2020-11-03,2020-10-28,2020-11-03,null
53033,WA,Washington,King County,254.429,1.42857,null,null,6.86,2.22,4.21,2020-11-02,2020-10-27,2020-11-02,null
53033,WA,Washington,King County,250.429,suppressed,null,null,6.43,2.2,4.03,2020-11-01,2020-10-26,2020-11-01,null
53033,WA,Washington,King County,237,1.42857,null,null,6.71,2.22,4.03,2020-10-31,2020-10-25,2020-10-31,null
53033,WA,Washington,King County,232.714,1.57143,null,null,7.29,2.25,4.06,2020-10-30,2020-10-24,2020-10-30,null
53033,WA,Washington,King County,215.429,1.71429,null,null,6.57,2.28,4.11,2020-10-29,2020-10-23,2020-10-29,null
53033,WA,Washington,King County,197,1.71429,null,null,6.43,2.3,4.23,2020-10-28,2020-10-22,2020-10-28,null
53033,WA,Washington,King County,186.286,1.85714,null,null,6.57,2.31,3.99,2020-10-27,2020-10-21,2020-10-27,null
53033,WA,Washington,King County,187.286,1.71429,null,null,7.29,2.35,3.79,2020-10-26,2020-10-20,2020-10-26,null
53033,WA,Washington,King County,189,1.85714,null,null,7.43,2.32,3.61,2020-10-25,2020-10-19,2020-10-25,null
53033,WA,Washington,King County,180.857,2,null,null,6.71,2.28,3.61,2020-10-24,2020-10-18,2020-10-24,null
53033,WA,Washington,King County,173.714,1.71429,null,null,7,2.29,3.63,2020-10-23,2020-10-17,2020-10-23,null
53033,WA,Washington,King County,167.429,1.42857,null,null,6.86,2.28,3.6,2020-10-22,2020-10-16,2020-10-22,null
53033,WA,Washington,King County,163.571,suppressed,null,null,7.14,2.24,3.55,2020-10-21,2020-10-15,2020-10-21,null
53033,WA,Washington,King County,156.286,suppressed,null,null,7.14,2.16,3.66,2020-10-20,2020-10-14,2020-10-20,null
53033,WA,Washington,King County,150.429,suppressed,null,null,6.86,2.13,3.98,2020-10-19,2020-10-13,2020-10-19,null
53033,WA,Washington,King County,155.571,suppressed,null,null,7.14,2.15,4.18,2020-10-18,2020-10-12,2020-10-18,null
53033,WA,Washington,King County,152.429,suppressed,null,null,8,2.16,4.21,2020-10-17,2020-10-11,2020-10-17,null
53033,WA,Washington,King County,165.714,suppressed,null,null,7.29,2.13,4.11,2020-10-16,2020-10-10,2020-10-16,null
53033,WA,Washington,King County,150,suppressed,null,null,7.86,2.16,4.09,2020-10-15,2020-10-09,2020-10-15,null
53033,WA,Washington,King County,150.429,suppressed,null,null,8.29,2.2,4.18,2020-10-14,2020-10-08,2020-10-14,null
53033,WA,Washington,King County,160.429,1.57143,null,null,8.29,2.26,4.5,2020-10-13,2020-10-07,2020-10-13,null
53033,WA,Washington,King County,155.571,2,null,null,8.29,2.23,4.44,2020-10-12,2020-10-06,2020-10-12,null
53033,WA,Washington,King County,150.714,2.14286,null,null,8.29,2.19,4.44,2020-10-11,2020-10-05,2020-10-11,null
53033,WA,Washington,King County,150.429,2.14286,null,null,8,2.14,4.4,2020-10-10,2020-10-04,2020-10-10,null
53033,WA,Washington,King County,132.286,2.14286,null,null,7.57,2.1,4.3,2020-10-09,2020-10-03,2020-10-09,null
53033,WA,Washington,King County,141.714,2.14286,null,null,7.29,2,4.26,2020-10-08,2020-10-02,2020-10-08,null
53033,WA,Washington,King County,148.714,2.57143,null,null,6.43,1.84,4.07,2020-10-07,2020-10-01,2020-10-07,null
53033,WA,Washington,King County,147.286,2.28571,null,null,5.71,1.78,4,2020-10-06,2020-09-30,2020-10-06,null
53033,WA,Washington,King County,145.857,1.85714,null,null,5.14,1.75,3.97,2020-10-05,2020-09-29,2020-10-05,null
53033,WA,Washington,King County,138.429,1.42857,null,null,4.86,1.76,4.04,2020-10-04,2020-09-28,2020-10-04,null
53033,WA,Washington,King County,137.571,1.42857,null,null,5,1.82,4.22,2020-10-03,2020-09-27,2020-10-03,null
53033,WA,Washington,King County,137.714,1.42857,null,null,5.14,1.81,4.37,2020-10-02,2020-09-26,2020-10-02,null
53033,WA,Washington,King County,131.571,suppressed,null,null,5.71,1.86,4.49,2020-10-01,2020-09-25,2020-10-01,null
53033,WA,Washington,King County,117,suppressed,null,null,6.14,1.95,4.71,2020-09-30,2020-09-24,2020-09-30,null
53033,WA,Washington,King County,105.143,suppressed,null,null,7.43,1.99,4.66,2020-09-29,2020-09-23,2020-09-29,null
53033,WA,Washington,King County,98.8571,suppressed,null,null,7.57,1.99,4.71,2020-09-28,2020-09-22,2020-09-28,null
53033,WA,Washington,King County,97.8571,suppressed,null,null,7.57,2,4.75,2020-09-27,2020-09-21,2020-09-27,null
53033,WA,Washington,King County,93.7143,suppressed,null,null,7.57,1.96,4.61,2020-09-26,2020-09-20,2020-09-26,null
53033,WA,Washington,King County,88.7143,suppressed,null,null,8.29,2,4.52,2020-09-25,2020-09-19,2020-09-25,null
53033,WA,Washington,King County,88.2857,suppressed,null,null,8.43,1.97,4.37,2020-09-24,2020-09-18,2020-09-24,null
53033,WA,Washington,King County,87.4286,suppressed,null,null,8.57,2.03,4.44,2020-09-23,2020-09-17,2020-09-23,null
53033,WA,Washington,King County,86.2857,suppressed,null,null,7.57,2.04,4.53,2020-09-22,2020-09-16,2020-09-22,null
53033,WA,Washington,King County,86.4286,1.42857,null,null,9,2.07,4.67,2020-09-21,2020-09-15,2020-09-21,null
53033,WA,Washington,King County,87.7143,suppressed,null,null,10.14,2.11,4.7,2020-09-20,2020-09-14,2020-09-20,null
53033,WA,Washington,King County,85.2857,suppressed,null,null,10.29,2.14,4.85,2020-09-19,2020-09-13,2020-09-19,null
53033,WA,Washington,King County,86.8571,suppressed,null,null,9.71,2.18,5,2020-09-18,2020-09-12,2020-09-18,null
53033,WA,Washington,King County,87.1429,suppressed,null,null,9.57,2.28,5.2,2020-09-17,2020-09-11,2020-09-17,null
53033,WA,Washington,King County,89.1429,suppressed,null,null,9.43,2.3,5.24,2020-09-16,2020-09-10,2020-09-16,null
53033,WA,Washington,King County,90.1429,suppressed,null,null,10,2.34,5.35,2020-09-15,2020-09-09,2020-09-15,null
53033,WA,Washington,King County,86,suppressed,null,null,10.86,2.37,5.3,2020-09-14,2020-09-08,2020-09-14,null
53033,WA,Washington,King County,82.7143,suppressed,null,null,9.29,2.39,5.38,2020-09-13,2020-09-07,2020-09-13,null
53033,WA,Washington,King County,88.1429,suppressed,null,null,9,2.43,5.45,2020-09-12,2020-09-06,2020-09-12,null
53033,WA,Washington,King County,87.7143,suppressed,null,null,8.57,2.44,5.68,2020-09-11,2020-09-05,2020-09-11,null
53033,WA,Washington,King County,89.1429,suppressed,null,null,10.14,2.43,5.73,2020-09-10,2020-09-04,2020-09-10,null
53033,WA,Washington,King County,91,suppressed,null,null,13.43,2.41,5.7,2020-09-09,2020-09-03,2020-09-09,null
53033,WA,Washington,King County,91.1429,suppressed,null,null,16.14,2.38,5.54,2020-09-08,2020-09-02,2020-09-08,null
53033,WA,Washington,King County,95.4286,suppressed,null,null,14.14,2.31,5.31,2020-09-07,2020-09-01,2020-09-07,null
53033,WA,Washington,King County,98.4286,1.57143,null,null,14,2.24,5.05,2020-09-06,2020-08-31,2020-09-06,null
53033,WA,Washington,King County,99.4286,1.57143,null,null,13.43,2.2,4.88,2020-09-05,2020-08-30,2020-09-05,null
53033,WA,Washington,King County,102.571,suppressed,null,null,14,2.22,4.67,2020-09-04,2020-08-29,2020-09-04,null
53033,WA,Washington,King County,102.429,suppressed,null,null,12,2.25,4.59,2020-09-03,2020-08-28,2020-09-03,null
53033,WA,Washington,King County,106.143,suppressed,null,null,8.57,2.31,4.63,2020-09-02,2020-08-27,2020-09-02,null
53033,WA,Washington,King County,117,suppressed,null,null,5.57,2.39,4.69,2020-09-01,2020-08-26,2020-09-01,null
53033,WA,Washington,King County,121.286,1.57143,null,null,5.57,2.49,4.95,2020-08-31,2020-08-25,2020-08-31,null
53033,WA,Washington,King County,123.429,suppressed,null,null,5.86,2.6,5.25,2020-08-30,2020-08-24,2020-08-30,null
53033,WA,Washington,King County,129.143,suppressed,null,null,6,2.68,5.38,2020-08-29,2020-08-23,2020-08-29,null
53033,WA,Washington,King County,129.857,1.42857,null,null,5.57,2.74,5.57,2020-08-28,2020-08-22,2020-08-28,null
53033,WA,Washington,King County,141,1.42857,null,null,5,2.77,5.73,2020-08-27,2020-08-21,2020-08-27,null
53033,WA,Washington,King County,137.286,1.42857,null,null,5.86,2.8,5.76,2020-08-26,2020-08-20,2020-08-26,null
53033,WA,Washington,King County,146.571,suppressed,null,null,5.86,2.82,5.88,2020-08-25,2020-08-19,2020-08-25,null
53033,WA,Washington,King County,155.429,1.42857,null,null,5.57,2.8,5.97,2020-08-24,2020-08-18,2020-08-24,null
53033,WA,Washington,King County,169.714,1.57143,null,null,5.29,2.68,5.82,2020-08-23,2020-08-17,2020-08-23,null
53033,WA,Washington,King County,166.143,1.85714,null,null,6,2.68,5.9,2020-08-22,2020-08-16,2020-08-22,null
53033,WA,Washington,King County,169.143,1.85714,null,null,7.14,2.63,5.83,2020-08-21,2020-08-15,2020-08-21,null
53033,WA,Washington,King County,166.286,2.28571,null,null,8,2.58,5.68,2020-08-20,2020-08-14,2020-08-20,null
53033,WA,Washington,King County,173.857,2.57143,null,null,6.43,2.5,5.64,2020-08-19,2020-08-13,2020-08-19,null
53033,WA,Washington,King County,163.857,2.85714,null,null,6,2.41,5.67,2020-08-18,2020-08-12,2020-08-18,null
53033,WA,Washington,King County,155.857,2.28571,null,null,6.43,2.36,5.54,2020-08-17,2020-08-11,2020-08-17,null
53033,WA,Washington,King County,147.143,2.28571,null,null,6.71,2.42,5.54,2020-08-16,2020-08-10,2020-08-16,null
53033,WA,Washington,King County,151.571,2.28571,null,null,6.43,2.35,5.37,2020-08-15,2020-08-09,2020-08-15,null
53033,WA,Washington,King County,153.571,2.28571,null,null,5.86,2.29,5.21,2020-08-14,2020-08-08,2020-08-14,null
53033,WA,Washington,King County,155.429,2.71429,null,null,5.29,2.34,5.25,2020-08-13,2020-08-07,2020-08-13,null
53033,WA,Washington,King County,144.857,2.57143,null,null,7.29,2.47,5.31,2020-08-12,2020-08-06,2020-08-12,null
53033,WA,Washington,King County,150.286,2.42857,null,null,8.29,2.53,5.31,2020-08-11,2020-08-05,2020-08-11,null
53033,WA,Washington,King County,152.143,3.28571,null,null,8,2.62,5.48,2020-08-10,2020-08-04,2020-08-10,null
53033,WA,Washington,King County,155.286,3.42857,null,null,7.71,2.64,5.61,2020-08-09,2020-08-03,2020-08-09,null
53033,WA,Washington,King County,151.143,3.28571,null,null,7.57,2.69,5.85,2020-08-08,2020-08-02,2020-08-08,null
53033,WA,Washington,King County,144.429,3.42857,null,null,7.43,2.76,6.02,2020-08-07,2020-08-01,2020-08-07,null
53033,WA,Washington,King County,142.286,3.14286,null,null,7.57,2.73,6.02,2020-08-06,2020-07-31,2020-08-06,null
53033,WA,Washington,King County,150.714,3.28571,null,null,6.86,2.67,5.92,2020-08-05,2020-07-30,2020-08-05,null
53033,WA,Washington,King County,144.571,3.28571,null,null,6.14,2.65,5.9,2020-08-04,2020-07-29,2020-08-04,null
53033,WA,Washington,King County,145.143,2.71429,null,null,6.14,2.54,5.78,2020-08-03,2020-07-28,2020-08-03,null
53033,WA,Washington,King County,148.143,2.42857,null,null,6.71,2.51,5.73,2020-08-02,2020-07-27,2020-08-02,null
53033,WA,Washington,King County,155.714,2.57143,null,null,6.57,2.46,5.36,2020-08-01,2020-07-26,2020-08-01,null
53033,WA,Washington,King County,165.857,2.28571,null,null,6.29,2.37,5.11,2020-07-31,2020-07-25,2020-07-31,null
53033,WA,Washington,King County,168.857,1.71429,null,null,5.86,2.3,4.86,2020-07-30,2020-07-24,2020-07-30,null
53033,WA,Washington,King County,170.857,1.57143,null,null,5,2.17,4.56,2020-07-29,2020-07-23,2020-07-29,null
53033,WA,Washington,King County,176,1.42857,null,null,4.57,2.08,4.13,2020-07-28,2020-07-22,2020-07-28,null
53033,WA,Washington,King County,176.857,suppressed,null,null,4.29,2.08,3.85,2020-07-27,2020-07-21,2020-07-27,null
53033,WA,Washington,King County,180.429,1.42857,null,null,3.71,1.99,3.53,2020-07-26,2020-07-20,2020-07-26,null
53033,WA,Washington,King County,181.143,1.42857,null,null,4,1.9,3.43,2020-07-25,2020-07-19,2020-07-25,null
53033,WA,Washington,King County,188.143,1.57143,null,null,3.86,1.88,3.45,2020-07-24,2020-07-18,2020-07-24,null
53033,WA,Washington,King County,185.143,1.42857,null,null,4,1.94,3.6,2020-07-23,2020-07-17,2020-07-23,null
53033,WA,Washington,King County,179.143,suppressed,null,null,4,1.94,3.78,2020-07-22,2020-07-16,2020-07-22,null
53033,WA,Washington,King County,183.714,suppressed,null,null,4,1.98,3.99,2020-07-21,2020-07-15,2020-07-21,null
53033,WA,Washington,King County,177.286,suppressed,null,null,3.43,1.94,3.99,2020-07-20,2020-07-14,2020-07-20,null
53033,WA,Washington,King County,170.429,suppressed,null,null,3,1.96,4.12,2020-07-19,2020-07-13,2020-07-19,null
53033,WA,Washington,King County,185.857,suppressed,null,null,2.14,2.12,4.52,2020-07-18,2020-07-12,2020-07-18,null
53033,WA,Washington,King County,178.286,suppressed,null,null,1.71,2.4,4.91,2020-07-17,2020-07-11,2020-07-17,null
53033,WA,Washington,King County,166.143,suppressed,null,null,1,2.09,6.38,2020-07-16,2020-07-10,2020-07-16,null
53033,WA,Washington,King County,164.286,1.57143,null,null,0.43,2.43,6.38,2020-07-15,2020-07-09,2020-07-15,null
53033,WA,Washington,King County,149.714,1.71429,null,null,0,0,0,2020-07-14,2020-07-08,2020-07-14,null
53033,WA,Washington,King County,150.143,1.71429,null,null,0,0,0,2020-07-13,2020-07-07,2020-07-13,null
53033,WA,Washington,King County,142.143,1.85714,null,null,0,0,0,2020-07-12,2020-07-06,2020-07-12,null
53033,WA,Washington,King County,127.571,2,null,null,0,0,0,2020-07-11,2020-07-05,2020-07-11,null
