County Level Timeseries Data for Washington
Date generated: Thu Sep 30 2021 15:36:58 GMT+0200 (Central European Summer Time)
FIPS code,State Abbreviation,State Name,County,Cases 7-day rolling average,Deaths 7-day rolling average,Tests performed 7-day rolling average,Test positivity 7-day rolling average,Total admissions of confirmed COVID-19 patients 7-day rolling average - reports including both adult and pediatric patients,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Date,Report date window start,Report date window end,Level of Community Transmission 
53033,WA,Washington,King County,164.571,2.14286,null,null,20,3.72,8.63,2021-05-25,2021-05-19,2021-05-25,substantial
53033,WA,Washington,King County,163.143,2.28571,null,null,16.71,3.79,9.09,2021-05-24,2021-05-18,2021-05-24,substantial
53033,WA,Washington,King County,139,2.71429,null,null,14,3.83,9.3,2021-05-23,2021-05-17,2021-05-23,moderate
53033,WA,Washington,King County,139,2.71429,null,null,14.14,3.8,9.56,2021-05-22,2021-05-16,2021-05-22,moderate
53033,WA,Washington,King County,168.571,2.71429,null,null,14,3.88,9.92,2021-05-21,2021-05-15,2021-05-21,substantial
53033,WA,Washington,King County,224.286,2.14286,null,null,13.71,3.98,10.14,2021-05-20,2021-05-14,2021-05-20,substantial
53033,WA,Washington,King County,237.857,2,null,null,13.71,4.03,10.35,2021-05-19,2021-05-13,2021-05-19,substantial
53033,WA,Washington,King County,253.143,1.71429,null,null,14.14,4.14,10.5,2021-05-18,2021-05-12,2021-05-18,substantial
53033,WA,Washington,King County,277.571,1.57143,null,null,14.29,4.25,10.53,2021-05-17,2021-05-11,2021-05-17,substantial
53033,WA,Washington,King County,312,suppressed,null,null,14.71,4.38,10.62,2021-05-16,2021-05-10,2021-05-16,substantial
53033,WA,Washington,King County,312,suppressed,null,null,14,4.52,10.57,2021-05-15,2021-05-09,2021-05-15,substantial
53033,WA,Washington,King County,338.143,suppressed,null,null,13.86,4.53,10.61,2021-05-14,2021-05-08,2021-05-14,high
53033,WA,Washington,King County,295.143,1.85714,null,null,14.29,4.53,10.68,2021-05-13,2021-05-07,2021-05-13,substantial
53033,WA,Washington,King County,300.571,2.28571,null,null,14.57,4.55,10.76,2021-05-12,2021-05-06,2021-05-12,substantial
53033,WA,Washington,King County,334.143,2,null,null,14.29,4.54,10.89,2021-05-11,2021-05-05,2021-05-11,high
53033,WA,Washington,King County,329.429,2.57143,null,null,14,4.55,11.06,2021-05-10,2021-05-04,2021-05-10,high
53033,WA,Washington,King County,373.429,2.42857,null,null,13.71,4.56,11.09,2021-05-09,2021-05-03,2021-05-09,high
53033,WA,Washington,King County,373.429,2.42857,null,null,14.29,4.58,10.89,2021-05-08,2021-05-02,2021-05-08,high
53033,WA,Washington,King County,384.286,2.42857,null,null,15,4.67,10.67,2021-05-07,2021-05-01,2021-05-07,high
53033,WA,Washington,King County,389.714,2,null,null,15.86,4.78,10.62,2021-05-06,2021-04-30,2021-05-06,high
53033,WA,Washington,King County,415.714,1.71429,null,null,17.71,4.89,10.59,2021-05-05,2021-04-29,2021-05-05,high
53033,WA,Washington,King County,410.571,2.42857,null,null,18.29,4.98,10.5,2021-05-04,2021-04-28,2021-05-04,high
53033,WA,Washington,King County,405.857,1.71429,null,null,19,5.06,10.38,2021-05-03,2021-04-27,2021-05-03,high
53033,WA,Washington,King County,399.714,1.57143,null,null,21.14,5.19,10.56,2021-05-02,2021-04-26,2021-05-02,high
53033,WA,Washington,King County,399.714,1.57143,null,null,21.57,5.3,10.88,2021-05-01,2021-04-25,2021-05-01,high
53033,WA,Washington,King County,399.714,1.57143,null,null,24.29,5.38,11.15,2021-04-30,2021-04-24,2021-04-30,high
53033,WA,Washington,King County,407.714,suppressed,null,null,24.57,5.38,11.21,2021-04-29,2021-04-23,2021-04-29,high
53033,WA,Washington,King County,399.143,suppressed,null,null,23.43,5.37,11.2,2021-04-28,2021-04-22,2021-04-28,high
53033,WA,Washington,King County,395,suppressed,null,null,23.14,5.32,11.03,2021-04-27,2021-04-21,2021-04-27,high
53033,WA,Washington,King County,435.143,suppressed,null,null,21.71,5.23,10.7,2021-04-26,2021-04-20,2021-04-26,high
53033,WA,Washington,King County,391.857,1.42857,null,null,20,5.1,10.21,2021-04-25,2021-04-19,2021-04-25,high
53033,WA,Washington,King County,391.857,1.42857,null,null,19.86,5.01,9.97,2021-04-24,2021-04-18,2021-04-24,high
53033,WA,Washington,King County,392.857,1.42857,null,null,17.71,4.81,9.6,2021-04-23,2021-04-17,2021-04-23,high
53033,WA,Washington,King County,406.429,1.85714,null,null,16.57,4.61,9.18,2021-04-22,2021-04-16,2021-04-22,high
53033,WA,Washington,King County,401.714,1.85714,null,null,15.71,4.44,8.82,2021-04-21,2021-04-15,2021-04-21,high
53033,WA,Washington,King County,387.286,2,null,null,15.43,4.28,8.25,2021-04-20,2021-04-14,2021-04-20,high
53033,WA,Washington,King County,350.714,2.14286,null,null,16.71,4.17,8.02,2021-04-19,2021-04-13,2021-04-19,high
53033,WA,Washington,King County,382.286,1.71429,null,null,17.71,4.11,7.92,2021-04-18,2021-04-12,2021-04-18,high
53033,WA,Washington,King County,382.286,1.71429,null,null,17.43,4,7.84,2021-04-17,2021-04-11,2021-04-17,high
53033,WA,Washington,King County,367.857,1.71429,null,null,16.57,3.9,7.7,2021-04-16,2021-04-10,2021-04-16,high
53033,WA,Washington,King County,351.143,1.42857,null,null,15.71,3.89,7.51,2021-04-15,2021-04-09,2021-04-15,high
53033,WA,Washington,King County,335,1.71429,null,null,15.71,3.88,7.35,2021-04-14,2021-04-08,2021-04-14,high
53033,WA,Washington,King County,347.286,1.71429,null,null,15.29,3.87,7.58,2021-04-13,2021-04-07,2021-04-13,high
53033,WA,Washington,King County,328.429,1.42857,null,null,14.43,3.83,7.75,2021-04-12,2021-04-06,2021-04-12,high
53033,WA,Washington,King County,325.286,1.71429,null,null,14.14,3.71,7.79,2021-04-11,2021-04-05,2021-04-11,high
53033,WA,Washington,King County,325.286,1.71429,null,null,37,3.69,7.76,2021-04-10,2021-04-04,2021-04-10,high
53033,WA,Washington,King County,321.714,1.71429,null,null,38.43,3.7,8.01,2021-04-09,2021-04-03,2021-04-09,substantial
53033,WA,Washington,King County,317.143,1.85714,null,null,39,3.7,8.36,2021-04-08,2021-04-02,2021-04-08,substantial
53033,WA,Washington,King County,330,1.85714,null,null,38.86,3.64,8.58,2021-04-07,2021-04-01,2021-04-07,high
53033,WA,Washington,King County,319.571,1.57143,null,null,38.43,3.54,8.75,2021-04-06,2021-03-31,2021-04-06,substantial
53033,WA,Washington,King County,335.857,1.71429,null,null,39.71,3.5,8.88,2021-04-05,2021-03-30,2021-04-05,high
53033,WA,Washington,King County,317,1.71429,null,null,38.29,3.5,8.88,2021-04-04,2021-03-29,2021-04-04,substantial
53033,WA,Washington,King County,317,1.71429,null,null,15.14,3.43,8.69,2021-04-03,2021-03-28,2021-04-03,substantial
53033,WA,Washington,King County,329.286,1.71429,null,null,13.29,3.38,8.63,2021-04-02,2021-03-27,2021-04-02,high
53033,WA,Washington,King County,324.429,1.42857,null,null,11.86,3.29,8.43,2021-04-01,2021-03-26,2021-04-01,high
53033,WA,Washington,King County,318.143,suppressed,null,null,12.29,3.24,8.22,2021-03-31,2021-03-25,2021-03-31,substantial
53033,WA,Washington,King County,317.286,1.71429,null,null,12.86,3.19,7.98,2021-03-30,2021-03-24,2021-03-30,substantial
53033,WA,Washington,King County,300.571,1.42857,null,null,11.43,3.12,7.66,2021-03-29,2021-03-23,2021-03-29,substantial
53033,WA,Washington,King County,287.143,suppressed,null,null,11.86,3,7.38,2021-03-28,2021-03-22,2021-03-28,substantial
53033,WA,Washington,King County,287.143,suppressed,null,null,11.14,2.91,7.22,2021-03-27,2021-03-21,2021-03-27,substantial
53033,WA,Washington,King County,258.571,suppressed,null,null,10.71,2.79,6.86,2021-03-26,2021-03-20,2021-03-26,substantial
53033,WA,Washington,King County,242.143,suppressed,null,null,11.57,2.7,6.72,2021-03-25,2021-03-19,2021-03-25,substantial
53033,WA,Washington,King County,230.714,2.14286,null,null,10.57,2.57,6.33,2021-03-24,2021-03-18,2021-03-24,substantial
53033,WA,Washington,King County,208.143,suppressed,null,null,9.57,2.5,5.89,2021-03-23,2021-03-17,2021-03-23,substantial
53033,WA,Washington,King County,211.571,1.57143,null,null,9.29,2.44,5.51,2021-03-22,2021-03-16,2021-03-22,substantial
53033,WA,Washington,King County,198.857,1.42857,null,null,9.86,2.44,5.12,2021-03-21,2021-03-15,2021-03-21,substantial
53033,WA,Washington,King County,198.857,1.42857,null,null,11,2.37,4.73,2021-03-20,2021-03-14,2021-03-20,substantial
53033,WA,Washington,King County,198.714,1.42857,null,null,11.57,2.32,4.35,2021-03-19,2021-03-13,2021-03-19,substantial
53033,WA,Washington,King County,187.714,2,null,null,11,2.25,3.97,2021-03-18,2021-03-12,2021-03-18,substantial
53033,WA,Washington,King County,179.143,1.42857,null,null,10.57,2.25,3.97,2021-03-17,2021-03-11,2021-03-17,substantial
53033,WA,Washington,King County,176.857,2.28571,null,null,11.71,2.25,4.14,2021-03-16,2021-03-10,2021-03-16,substantial
53033,WA,Washington,King County,179.714,2.14286,null,null,11.57,2.23,4.4,2021-03-15,2021-03-09,2021-03-15,substantial
53033,WA,Washington,King County,174.143,3.42857,null,null,10.43,2.18,4.66,2021-03-14,2021-03-08,2021-03-14,substantial
53033,WA,Washington,King County,174.143,3.42857,null,null,9,2.2,4.95,2021-03-13,2021-03-07,2021-03-13,substantial
53033,WA,Washington,King County,163.857,3.42857,null,null,8.57,2.24,5.12,2021-03-12,2021-03-06,2021-03-12,substantial
53033,WA,Washington,King County,158.571,3.14286,null,null,8.43,2.32,5.29,2021-03-11,2021-03-05,2021-03-11,moderate
53033,WA,Washington,King County,158.286,3.85714,null,null,8.29,2.39,5.45,2021-03-10,2021-03-04,2021-03-10,moderate
53033,WA,Washington,King County,155.857,4.28571,null,null,8.57,2.5,5.46,2021-03-09,2021-03-03,2021-03-09,moderate
53033,WA,Washington,King County,148.286,4.42857,null,null,9.14,2.58,5.48,2021-03-08,2021-03-02,2021-03-08,moderate
53033,WA,Washington,King County,143,3,null,null,9.71,2.67,5.44,2021-03-07,2021-03-01,2021-03-07,moderate
53033,WA,Washington,King County,143,3,null,null,9.86,2.71,5.35,2021-03-06,2021-02-28,2021-03-06,moderate
53033,WA,Washington,King County,150.571,3,null,null,9.71,2.76,5.41,2021-03-05,2021-02-27,2021-03-05,moderate
53033,WA,Washington,King County,157.571,3.28571,null,null,10.71,2.84,5.48,2021-03-04,2021-02-26,2021-03-04,moderate
53033,WA,Washington,King County,161.571,3.71429,null,null,10.86,2.93,5.48,2021-03-03,2021-02-25,2021-03-03,substantial
53033,WA,Washington,King County,161.571,3.71429,null,null,9.29,2.97,5.53,2021-03-02,2021-02-24,2021-03-02,substantial
53033,WA,Washington,King County,167.571,3.42857,null,null,9.29,3.11,5.51,2021-03-01,2021-02-23,2021-03-01,substantial
53033,WA,Washington,King County,168.429,5.28571,null,null,9.43,3.27,5.6,2021-02-28,2021-02-22,2021-02-28,substantial
53033,WA,Washington,King County,168.429,5.28571,null,null,10.14,3.44,5.75,2021-02-27,2021-02-21,2021-02-27,substantial
53033,WA,Washington,King County,169.429,5.28571,null,null,10.57,3.62,5.91,2021-02-26,2021-02-20,2021-02-26,substantial
53033,WA,Washington,King County,172.714,6,null,null,11,3.78,5.99,2021-02-25,2021-02-19,2021-02-25,substantial
53033,WA,Washington,King County,165.143,7.28571,null,null,11.29,3.89,6.11,2021-02-24,2021-02-18,2021-02-24,substantial
53033,WA,Washington,King County,167.571,7.14286,null,null,13,3.98,6.37,2021-02-23,2021-02-17,2021-02-23,substantial
