,time,S_i1,S_i2,S_i3,S_i4,E_i1,E_i2,E_i3,E_i4,A_i1,A_i2,A_i3,A_i4,P_i1,P_i2,P_i3,P_i4,I_i1,I_i2,I_i3,I_i4,D_i1,D_i2,D_i3,D_i4,H_i1,H_i2,H_i3,H_i4,R_i1,R_i2,R_i3,R_i4,F_i1,F_i2,F_i3,F_i4,cum_exp_i1,cum_exp_i2,cum_exp_i3,cum_exp_i4,cum_asym_i1,cum_asym_i2,cum_asym_i3,cum_asym_i4,cum_sym_i1,cum_sym_i2,cum_sym_i3,cum_sym_i4,cum_diag_i1,cum_diag_i2,cum_diag_i3,cum_diag_i4,cum_hosp_i1,cum_hosp_i2,cum_hosp_i3,cum_hosp_i4
11,10,502165.575599006,996881.615970346,514645.308106171,176294.160036487,0.716942779348736,2.30213230748,1.46354878177252,0.412974055908659,0.339035322984196,1.11207880572182,0.65735676379725,0.0869062694104028,0.0783695185873117,0.47736200286941,0.386633760421604,0.107864538222189,0.103880440400337,1.02269301485713,0.918288044216752,0.135874185316225,0.00225315870386746,0.0354553915802924,0.0337638221032279,0.00284172065859393,4.84384214898013e-05,0.0231857112655837,0.113556477501875,0.0147900807338203,0.183871335254448,1.40933707564853,1.09443430279381,0.0713767147678093,0,0.00178534379893255,0.0243118765820021,0.00733594807093478,1.42440099370039,4.38402965322171,2.69189382918904,0.839963513088635,0.495220750046155,2.04094867287085,1.29133801896661,0.128096837153993,0.133867945718183,1.56358667000144,1.55037326802831,0.191028081803794,0.00278065958401848,0.0774754837607237,0.211342868837838,0.0277620284333398,5.5468693227958e-05,0.0303949295256734,0.166892314381591,0.0244625282653478
12,11,502165.259078627,996880.733102664,514644.783743972,176293.986813711,0.839209630150823,2.57594786472226,1.60481598750434,0.475274826646756,0.418329197973309,1.24035930316951,0.708255037791229,0.105756236842125,0.0936928208617714,0.530296677468338,0.416081397723248,0.126881498054872,0.133800780004887,1.15144886911018,0.994333740447043,0.171644362313736,0.0031685678780489,0.0423122460573366,0.0389573630960453,0.00390907691322327,6.86036997953833e-05,0.027791861507441,0.131068409957308,0.0199658804815056,0.25265177201287,1.69636866204517,1.29126266291236,0.0986155063649532,0,0.00237185180369834,0.0314814281027576,0.0111389018331481,1.7409213725815,5.26689733588394,3.21625602753433,1.01318628945032,0.631198219701476,2.34547473558084,1.444576016012,0.161373438841069,0.176820701867433,1.8151780581125,1.75078262629475,0.249656525907622,0.00398912002725425,0.0950699634114728,0.2529248772819,0.0392678675808152,7.9702707968994e-05,0.0373693990907749,0.20013293931874,0.0346525225485114
13,12,502164.896619637,996879.74183984,514644.199168632,176293.791602377,0.97517610559097,2.88532752515279,1.76823430831066,0.543294362276658,0.507562177153726,1.38463886571683,0.766227247901769,0.126518035446075,0.11063148410857,0.591205144360473,0.452022241316269,0.147410909488102,0.168240496357114,1.29336357406535,1.07646091887393,0.211647394535998,0.00430320997891644,0.0497824014549744,0.0443070244132567,0.00519199384433661,9.38195538781158e-05,0.0328317848297166,0.149113898774824,0.0260492370012421,0.337373070298774,2.01794146093636,1.50477297285001,0.132107042701577,0,0.00306940324938274,0.039692755328818,0.0161786478892044,2.10338036304195,6.25816015976588,3.80083136776953,1.20839762318319,0.789742980215684,2.68641631730654,1.61303882378355,0.199530978271961,0.227829793126724,2.09521117294607,1.96753599435905,0.318161373146473,0.00552555297318202,0.114853502226947,0.297938245838609,0.0536144187636617,0.000110572173581387,0.0452260351507241,0.236192587101646,0.0473807842431581
14,13,502164.482537549,996878.629163608,514643.547218414,176293.571841699,1.12685383186402,3.23395453535469,1.95525876526369,0.618039383210167,0.607741368218728,1.54702859240947,0.832409464548201,0.149359175573347,0.129421936382321,0.660638053327428,0.494603051324192,0.169719495006793,0.20754937757211,1.45092496666527,1.1670014543247,0.256061737563123,0.00568085875989613,0.0579428373427243,0.0498638307401104,0.00670278547508984,0.000124695047246627,0.0383561835596166,0.167863434952344,0.0330679962576497,0.440090382721104,2.37810266750047,1.73679972525667,0.172550096617868,0,0.00388855560437943,0.0489818590264237,0.0226576315328819,2.51746245056543,7.37083639176404,4.45278158543632,1.42815830123692,0.973426033090984,3.06844092820468,1.79900912806905,0.243035675408026,0.287760649228101,2.40780287487725,2.20391064077939,0.397363747611934,0.00743777246264644,0.137059435128507,0.346699074640885,0.0711251728433612,0.00014906082579219,0.0540581710901008,0.275320727863767,0.0629420834337544
15,14,502164.010440316,996877.380282572,514642.819716616,176293.324634384,1.29643678644814,3.62626834453252,2.16792143803839,0.700592172627948,0.72007531018706,1.7298187421028,0.907942848055152,0.174496580015427,0.150331991067261,0.739332471842671,0.544122335186768,0.194113168721466,0.252160379753673,1.62666016256816,1.26810765147625,0.305174628518618,0.00732675282109362,0.0668867477175695,0.0556940566707211,0.00845435293391991,0.000161878406526864,0.0444265621285134,0.187538922241376,0.0410569885765419,0.563066584873513,2.78148323619839,1.98955982165534,0.220692629807895,0,0.0048411608485508,0.0593963101626314,0.030785094788555,2.98955968355727,8.61971742793917,5.18028338348663,1.67536561599037,1.18518602797639,3.49672454170333,2.0049447781793,0.292432033008727,0.357604878065477,2.75739206986066,2.46329483208218,0.48822824163223,0.00977758075254916,0.161961599453036,0.399620617650712,0.0921410804263147,0.000196235490981422,0.0639751696349616,0.317843627409069,0.0816471360552516
16,15,502163.4731479,996875.978476489,514642.007394149,176293.04671304,1.48633267179487,4.06743719060521,2.40877380417411,0.792123856473533,0.845978063692534,1.93553892023535,0.994023032928963,0.20219542131622,0.173660243017072,0.828210933706518,0.601034477323496,0.22093299409984,0.302595529080182,1.82321885806807,1.3818461419491,0.359384078017308,0.00926827229614051,0.0767227448874916,0.0618762927417035,0.0104611282941513,0.000206071282542535,0.0511148528461296,0.208403871636087,0.0500625081768651,0.708811248840908,3.23333940256767,2.26565029653009,0.277347858693604,0,0.00594060723527387,0.0709979337427508,0.0407791148233833,3.52685210000425,10.0215235101517,5.99260585102629,1.9532869598949,1.42836359974656,3.97704315977325,2.23353281874087,0.348348931026411,0.438495585445742,3.14883222606674,2.74926475078781,0.59188117829512,0.012601641590261,0.1898756548327,0.457207605568672,0.117028741750576,0.000253263568138839,0.0751030248621655,0.364160429552456,0.103829771071496
17,16,502162.862596772,996874.404895893,514641.099784837,176292.734398417,1.69920007672472,4.56337351667474,2.68086384036016,0.893911698086433,0.987078362840308,2.16701049086723,1.09193993893989,0.232769176905206,0.19973771841604,0.928380828184997,0.665948210542863,0.250554795005076,0.359471597744406,2.04344821509922,1.51028172317344,0.419199692102279,0.0115356148878333,0.0875748719137552,0.0684996282237222,0.012739921535191,0.000258043476854789,0.0585035299725922,0.230757323965717,0.0601458540462569,0.880121813918088,3.73961059149974,2.56805941905211,0.343410907223552,0,0.00720206201418406,0.0838650788680234,0.0528695376475096,4.13740322800825,11.5951041062265,6.90021516312592,2.26560158255151,1.70674220589847,4.51586529477586,2.4877405291063,0.411506965339521,0.531723226969019,3.58748446659086,3.06566258311659,0.709628124120474,0.0159724238008278,0.22116169119509,0.520054322886451,0.14618880806285,0.00032143202867356,0.0875854563858675,0.414742058806003,0.129854339434498
18,17,502162.169731327,996872.638323328,514640.085097332,176292.383550714,1.93798949618977,5.12078209253505,2.98774053345546,1.00735892262752,1.14523382078217,2.42739458283242,1.20311052419385,0.26658098550811,0.22893122452665,1.04113703370466,0.739624310632432,0.283391572869183,0.423506299693459,2.29045942040225,1.65554920812261,0.485243811355302,0.0141624566570633,0.0995832979064148,0.0756628103378929,0.0153106559005973,0.00031864779325443,0.0666861404532592,0.2549310357706,0.0713860239282656,1.08012672754676,4.30699138444979,2.90018965178306,0.419875733752085,0,0.00864271873575537,0.0980945934108427,0.0673015805635196,4.83026867318913,13.3616766710196,7.91490266770675,2.61644928650458,2.02459542389955,5.12044728924227,2.77086485370052,0.482727109163119,0.638752528573157,4.07931025553761,3.41667296991834,0.842971681844761,0.0199591957688447,0.256227971080397,0.588846146334468,0.180064364340332,0.000402167544445269,0.101585438708239,0.470132738333369,0.160123157901266
19,18,502161.384380497,996870.654895037,514638.950063735,176291.989513553,2.20598809220993,5.74723139465413,3.3334772060199,1.13401650068425,1.32255020010742,2.72024089097708,1.3291086642965,0.304046276553092,0.261647916259489,1.16796981688721,0.822976349553557,0.319897833613738,0.495525793592463,2.56768979463252,1.81991618948648,0.558254157261299,0.0171866174377763,0.112905551802303,0.0834741197856826,0.0181970281222534,0.000388835387964159,0.0757681720253148,0.281289062630112,0.0838818894892942,1.31233204816428,4.94301727939479,3.26589095004531,0.50785278632944,0,0.0102820621941335,0.113803722673376,0.0843399746933076,5.61561950315933,15.3451049625675,9.04993626449092,3.01048644674668,2.38674198766458,5.79893678395667,3.08658362338841,0.562940983818727,0.76124150702533,4.63096696706946,3.80689908552906,0.993631128629959,0.0246390934274112,0.295535722311923,0.664363996755205,0.219149482232547,0.000497058191990181,0.117287139165226,0.530953738589559,0.19508414612242
20,19,502160.495118,996868.427780629,514637.679763885,176291.547050089,2.50686865841953,6.45124550483995,3.72271073731161,1.27560691325926,1.52140574239085,3.04953938066452,1.47169387699267,0.345636644337176,0.298340861787248,1.31057774332728,0.917074883628677,0.360575383215477,0.576473863656024,2.87896350264507,2.00583955600019,0.63908852451007,0.0206507449056862,0.12771822609871,0.0920518253219142,0.0214271190014183,0.000469671887670688,0.0858682215852787,0.310229283128489,0.0977540741726924,1.58067245700482,5.65616463313474,3.66950390142271,0.608587683499037,0,0.0121421582536609,0.13113205098332,0.104273568627946,6.50488200005182,17.5722193705492,10.3202361147896,3.45294991062308,2.7986093391426,6.56048693285463,3.43901015099119,0.653202899209146,0.90106314070244,5.24990918952735,4.2414403428581,1.16356471493919,0.0300982784170312,0.339604952497728,0.747491423738042,0.263998082430767,0.000607877064281458,0.134898256613561,0.597909160794804,0.23523877440864
21,20,502159.48911128,996865.926833563,514636.257432687,176291.050273682,2.84474110078963,7.24240964238506,4.16069183238099,1.43404895453064,1.74447927338473,3.41977440125887,1.6328392728835,0.391884698603563,0.339515206253184,1.47088476899946,1.02315510288486,0.405979996586297,0.667422538725419,3.22855082059951,2.21601619556862,0.728731475885062,0.0246030036479123,0.144219008583396,0.101525056485944,0.0250339590685683,0.00056235387401004,0.0971193748750211,0.342186326430063,0.113146661032381,1.88956524276709,6.45596045805572,4.11591002565819,0.723480427625669,0,0.0142479615399139,0.150243500490157,0.127420145108922,7.51088871944198,20.0731664362969,11.7425673127823,3.9497263184411,3.26630333305664,7.41537839695595,3.83275019216053,0.754703209173139,1.06032907934252,5.94449362795649,4.72597018535594,1.35499415815103,0.0364331519481312,0.389020985669169,0.839223662995759,0.315232893758036,0.000736607073938378,0.154652643573193,0.671793249505379,0.281150122358494
22,21,502158.351937501,996863.118163089,514634.66422348,176290.492563311,3.22421389821764,8.13150242884492,4.65335158127886,1.61148708808876,1.9947858363477,3.83598972311691,1.81476355257164,0.443390503382694,0.385735681096506,1.65106349366112,1.14262890029764,0.456729649778016,0.769585733986967,3.6212359820631,2.45343688116129,0.828304103156109,0.0290978750217548,0.1626292800693,0.112035122259469,0.0290561495609686,0.000668228204540986,0.109670964475138,0.377635998720605,0.130229125844391,2.24397524552474,7.35311735118708,4.61059574944451,0.854108004653251,0,0.0166276872387122,0.171328734521062,0.15413206469067,8.64806249839985,22.8818369106563,13.3357765202551,4.50743668915486,3.79669402012755,8.37516724090568,4.27296997559049,0.86878488031983,1.24141889895816,6.72410374724456,5.26682606308809,1.57043507096825,0.0437518025700558,0.444442597665249,0.940679703411342,0.373555856281281,0.000885470579898872,0.176813565545057,0.753500091580811,0.333452253139039
23,22,502157.067393118,996859.963688873,514632.878961136,176289.866475895,3.65045640865687,9.13063660687176,5.20737588613271,1.81032092403064,2.27571501071024,4.30385493984463,2.0199619968278,0.500828791874383,0.437634364811032,1.85356170843756,1.27710020953296,0.513513125387254,0.884334117423983,4.06238293696466,2.7214338611813,0.939075837260113,0.0341969441197612,0.183196927927112,0.123737133256675,0.033538437495194,0.000788811214392448,0.123690468423672,0.417100731664842,0.149198217727519,2.64948122469626,8.35967434499434,5.15972142125337,1.00224692522997,0,0.0193131928569212,0.194607624039261,0.184801845577241,9.93260688163253,26.0363111263207,15.1210388638889,5.13352410458231,4.39750533108296,9.45283725972445,4.76546519110248,0.996960954165501,1.44701077708167,7.59927555128689,5.87109757712076,1.81272910099892,0.0521754720773488,0.506610613192044,1.05311584660543,0.439758354230941,0.00105695943107585,0.20167714117992,0.84403447560261,0.392859451121112
24,23,502155.617272806,996856.420623548,514630.87785508,176289.163644508,4.12927072095305,10.2534223563006,5.83029263950821,2.03323900412084,2.59107577200529,4.8297428109454,2.25124221772939,0.564957509984589,0.495919558331823,2.08113380352843,1.42838387544196,0.577099779859879,1.0132127629922,4.55801116988261,3.02373408359995,1.06247903557812,0.0399698021496973,0.206199618176316,0.136801902908739,0.0385323747088947,0.0009258107520384,0.139365721148796,0.461155972019377,0.17028026327584,3.11235276620955,9.4891605494061,5.77020205935333,1.1698990988227,0,0.0223404220928751,0.220332169556134,0.219868426173599,11.3827271933937,29.5793764514812,17.1221449201171,5.83635549252446,5.07741953070842,10.6629770475903,5.31674091224355,1.14093494652109,1.68011738340036,8.58184324406183,6.54672749292337,2.08508176202265,0.0618402466196652,0.576357909829385,1.17794168566924,0.514732915995571,0.00125386963651691,0.229576345559826,0.944524691631071,0.46017678318573
25,24,502153.981119522,996852.440887022,514628.634174255,176288.374663297,4.66717223116932,11.5151521998873,6.53057161859206,2.28325643498096,2.94514775924965,5.42081692286117,2.51176415530826,0.636627709907554,0.561385680903006,2.33687724926173,1.59852851307846,0.648350365966391,1.15796160200933,5.11488033231017,3.36451630344273,1.20012656901839,0.0464950509642924,0.231948514374528,0.151418139281977,0.0440970490129942,0.0010811507430482,0.156907428953251,0.51043755272346,0.193733893397702,3.63963700220866,10.7567804223661,6.44979959252,1.35932069261188,0,0.0257499071372182,0.248789870136545,0.259823988226828,13.0188804772473,33.5591129771515,19.3658257450835,6.62533670312271,5.84619577225458,12.0219803886321,5.93410165059657,1.30262408044252,1.94412679292039,9.68510313937035,7.30262396281641,2.39110582173283,0.0728989540662985,0.654620773425067,1.31673853330327,0.599486201030756,0.00147934027989354,0.260885553973338,1.0562372932812,0.536311821874775
26,25,502152.135946593,996847.970454018,514626.117884692,176287.488959437,5.27147877314069,12.9330091697767,7.31773875033522,2.5637564224966,3.34273887205737,6.08512837112006,2.80508333758465,0.716794781306171,0.634924313017934,2.62427398801133,1.78984277818009,0.728229159188296,1.32053841768743,5.74058223309913,3.74847094119177,1.35383201108222,0.0538614037937515,0.26079247691748,0.167794990982165,0.0502998781929878,0.00125699816155579,0.176552007873978,0.565650256282349,0.219853084177609,4.23925462886548,12.1796204090144,7.20722677607856,1.57305383862206,0,0.0295873252970524,0.280307477478006,0.305221387522744,14.8640534067242,38.0295459811101,21.8821153081128,7.51104056258869,6.71480224350846,13.5482684056667,6.62575062311103,1.48418524202763,2.24284807705712,10.9239944176554,8.14878315648647,2.73486973887617,0.0855232593233717,0.742451612642008,1.47128041018693,0.695153218688227,0.00173689651115189,0.296025627423475,1.18059389687319,0.622287483626346
27,26,502150.055924835,996842.948619631,514623.295241562,176286.494649016,5.95041067123152,14.5263000131772,8.20250424476017,2.87853669336291,3.78925021406613,6.83172520856118,3.13519988653552,0.806531165331032,0.717536452934859,2.94723714594104,2.00492559627601,0.817817288838762,1.5031450546202,6.4436449266453,4.18086702254593,1.52563305949088,0.0621689213934587,0.293122763093979,0.186164858471776,0.0572175147483822,0.00145579327565599,0.198564765668351,0.627577276244718,0.248970784199914,4.92010805689968,13.7768814170902,8.05226423622424,1.81396217806104,0,0.0339041275135657,0.315255317297456,0.356682299834332,16.9440751644215,43.0513803676908,24.7047584383558,8.50535098386725,7.69556514523299,15.2625401772568,7.40090167743826,1.6880442871513,2.58056289502214,12.3153030313157,9.09642691988138,3.12095271451428,0.0999060179281793,0.841033256371896,1.64355769050032,0.80301324917285,0.00203049783801695,0.33546963256813,1.31919012324674,0.719256396531481
28,27,502147.712031081,996837.307173986,514620.128330647,176285.378375142,6.71320276790752,16.3167171151932,9.19690707814174,3.23186133774274,4.29074933027304,7.67077560077454,3.50661344504398,0.907040752761785,0.810346233735654,3.31016425342785,2.24670116384095,0.918327628346092,1.70825709768957,7.23364886373817,4.66762559986199,1.71781835506918,0.0715303944740179,0.329378319000215,0.206786561859898,0.0649368632718494,0.00168028346260097,0.223243486377718,0.697090881371549,0.281463075172683,5.69220281083251,15.5701401301359,8.99589242505,2.08527061279764,0,0.0387582448673201,0.354052197752863,0.414906233102702,19.2879689183749,48.6928260135149,27.871669352923,9.62162485826467,8.80233630532718,17.1880544491609,8.2699049099125,1.91692905615658,2.96208361140456,13.877890195733,10.1581562010278,3.55450683601926,0.116263913089936,0.951695044901118,1.83580385204237,0.9245076246393,0.00236459223848195,0.379749279151957,1.47381703011447,0.828516943518596
29,28,502145.071653256,996830.969474555,514616.574552884,176284.125126008,7.57023033748533,18.3286339136189,10.3144784989232,3.62851905765119,4.85405250701826,8.61370574180695,3.92438447167123,1.01967508383184,0.914616328521075,3.71799659879598,2.51845781082859,1.03112148545077,1.93865724947895,8.12135736783062,5.21540195834232,1.93295774834219,0.082072896526054,0.370051731820547,0.229948888276819,0.0735562362987579,0.0019335611457246,0.25092246341491,0.775164360214798,0.317753976671488,6.56678386394087,17.5836427446792,10.0504401581473,2.39060987698104,0,0.0442148820825968,0.397170970009785,0.480680527042337,21.9283467441163,55.0305254440497,31.425447116414,10.8748739922696,10.0506814846417,19.3509457652154,9.24438744699633,2.17390648038553,3.39281859346821,15.6329491664194,11.3481233596659,4.04132696878212,0.134840415533549,1.07593092075278,2.05052560305593,1.06125967471809,0.00274417689492641,0.429462157264436,1.64648525551263,0.95153125157681
