,time,S_i1,S_i2,S_i3,S_i4,E_i1,E_i2,E_i3,E_i4,A_i1,A_i2,A_i3,A_i4,P_i1,P_i2,P_i3,P_i4,I_i1,I_i2,I_i3,I_i4,D_i1,D_i2,D_i3,D_i4,H_i1,H_i2,H_i3,H_i4,R_i1,R_i2,R_i3,R_i4,F_i1,F_i2,F_i3,F_i4,cum_exp_i1,cum_exp_i2,cum_exp_i3,cum_exp_i4,cum_asym_i1,cum_asym_i2,cum_asym_i3,cum_asym_i4,cum_sym_i1,cum_sym_i2,cum_sym_i3,cum_sym_i4,cum_diag_i1,cum_diag_i2,cum_diag_i3,cum_diag_i4,cum_hosp_i1,cum_hosp_i2,cum_hosp_i3,cum_hosp_i4
50,49,501887.583073053,996223.239159076,514278.202019467,176164.648567989,89.7955088270939,211.492886132243,117.64792179457,41.5390653023886,58.8503319660623,99.2028920436716,44.1855500283146,11.7002899946088,10.917784172149,42.8826857678136,28.6328925266901,11.7950625033489,24.0214056210237,93.3904396905947,58.1298001970894,22.2343983956155,1.10130604359306,4.25374105413029,2.46408219500422,0.871181476324207,0.0266542195900307,2.88985534877149,8.30428295527611,3.69932785820844,94.7039360973153,210.081658411421,108.17511922568,31.6468035905956,0,0.566682474338642,4.25833161069218,6.86530288968462,279.416926946827,662.760840922985,369.797980533316,130.351432010775,132.734992683813,226.633977395371,101.660023495499,26.6437100125158,45.968641263771,183.751291627557,123.857142716558,50.3735941925214,2.03510730505475,12.9429336991936,21.9764750161174,14.1640247299862,0.0416918591983085,5.17811918015093,17.6462882670237,12.7512297182576
51,50,501852.65094886,996141.03992678,514232.495434033,176148.511817359,100.915682662777,237.616716580138,132.16327475232,46.6629724078774,66.1539980218651,111.458795898657,49.6335366720211,13.1429942513676,12.2707862916192,48.180317086018,32.1652246337423,13.2498696522505,27.0085297703272,104.92824722704,65.2926195651735,24.9754098063027,1.23927097434801,4.77909796049473,2.76674135953879,0.978552840087462,0.0300044313820255,3.24676178481529,9.32424591442149,4.15520452984367,106.73077898697,236.112835659622,121.384344218991,35.5957117807107,0,0.637301022127127,4.7745788503336,7.72746737239331,314.349051139288,744.960073218913,415.504565966542,146.488182640833,149.403357933558,254.671678319387,114.136516485689,29.9475630698868,51.7592242513342,206.491361233369,139.039550094791,56.6277775108186,2.29506439732974,14.5475017409596,24.6578899157444,15.9323998512664,0.0470228470133181,5.82018331216463,19.7988038068079,14.3438702603442
52,51,501813.398218245,996048.691259271,514181.149697861,176130.384609716,113.408196217617,266.963898517195,148.469419735771,52.4188864909573,74.3595685301362,125.228052807443,55.7541953236001,14.7637338386393,13.7908183964463,54.1318607226805,36.1335234428568,14.884180737017,30.3646205068289,117.891226651216,73.340168044279,28.0547076614727,1.39428386192234,5.369374711001,3.10681416534508,1.09916591239085,0.0337687854807296,3.64777062736779,10.4702934631373,4.66733304683501,120.250525455866,265.359915235096,136.221631106265,40.0314964447987,0,0.716641455745402,5.3542568579999,8.69588615174535,353.601781754298,837.308740727745,466.850302139254,164.615390283856,168.135509875677,286.172421105275,128.152352961393,33.6589511378697,58.267257264558,232.040560382594,156.095005999233,63.6533719180123,2.58733540844397,16.3503024442824,27.6697575022328,17.9187907331575,0.0530167057916135,6.54156882566772,22.2165595083422,16.1328589379113
53,52,501769.29214359,995944.942076714,514123.469809024,176110.021666508,127.441999035794,299.931068974717,166.786663469019,58.8845566574969,83.5782346447812,140.697169006425,62.6304095110272,16.5844491814616,15.4984586960305,60.8178458500645,40.5914671739585,16.7200976175188,34.1351956907912,132.455140145806,82.3815256760742,31.5140094028947,1.56844951230759,6.03258624970009,3.48891740407573,1.23465602278003,0.0379984089918763,4.09832724053526,11.7579843570175,5.24265704201356,135.447520420497,298.220004364731,152.888017604884,45.0142373334679,0,0.805781453354115,6.00520578021199,9.78367023411048,397.707856409194,941.057923285334,524.530190976268,184.978333491744,189.186100161379,321.563427155308,143.8974110029,37.8281330502742,65.5812985159892,260.745581305244,175.254649330391,71.5455461664542,2.915911352882,18.3758191581157,31.0528891542104,20.1501023977648,0.0597553066257811,7.35207274917918,24.9323139832062,18.1424262456882
54,53,501719.734499438,995828.387610266,514058.675415838,176087.147590646,143.206738997225,336.963408990268,187.362262616066,66.1472407628221,93.9348508417715,158.075553199792,70.3552375263213,18.6297733967731,17.4168105276435,68.3286750369286,45.5993126951476,18.7824303084961,38.3713741333961,148.817364789864,92.5391821274948,35.4001586204223,1.76413225176723,6.77773517860767,3.91823663433666,1.38685984255977,0.0427507349732202,4.60454807736352,13.2047941263369,5.88897461325747,152.528843075239,335.139172673476,171.609324959088,50.6114225045984,0,0.905931786951187,6.736233477335,11.0055493054006,447.265500562016,1057.61238973325,589.324584162126,207.85240935433,212.841133095353,361.324490371491,161.584928618424,42.5115505774523,73.8008179417938,292.995815334563,196.778080232488,80.4111877055593,3.28527569859687,20.6515552504343,34.8531288821462,22.6565582643307,0.0673306231132609,8.26270063307242,27.9828656058868,20.3997913724282
55,54,501664.053604139,995697.450728056,513985.890453592,176061.453210558,160.915262825878,378.560495379527,210.473668998985,74.30484994923,105.569595970572,177.598296588765,79.0331465406389,20.9273588210844,19.5718083748674,76.7658185708117,51.2246905649457,21.099024152943,43.1305585563313,167.199524933303,103.950668214491,39.7657484448907,1.98398770013668,7.6149325944931,4.4005957132247,1.55783998375056,0.0480902748539169,5.17330280631973,14.830349405737,6.615042615691,171.727092158035,376.618448396992,192.639192610645,56.8988552037872,0,1.01845267294437,7.55723435917669,12.3780702701477,502.946395860674,1188.54927194316,662.109546407845,233.546789441525,239.421793124357,405.994388281814,181.454350963544,47.7725818476884,83.0375315355715,329.228569711003,220.95683588037,90.3703334916632,3.70046476716591,23.208404291766,39.1219699728342,25.4721065671674,0.0758459705582071,9.28581469966909,31.4095475471599,22.9355282668808
56,55,501601.495387155,995550.361008257,513904.13153296,176032.591484147,180.806414195186,425.282845412559,236.432158109984,83.467228223461,118.639835041146,199.529287786526,88.7813951500401,23.508242783496,21.9925604445161,86.2431508259984,57.5434944243822,23.7011257868519,48.4772018447735,187.850444864156,116.770385664405,44.6698206295748,2.23099843777298,8.55553370120665,4.94253480971924,1.74991259339597,0.0540894856433531,5.81230648776089,16.6566908503796,7.43069358018135,193.303513395691,423.220550519777,216.262485129919,63.9616719686506,0,1.14487214456936,8.47932290107325,13.9198202878257,565.504612844729,1335.63899174255,743.868467039903,262.408515853437,269.28873905468,456.178073164997,203.774523571968,53.6823862889929,93.4168991503468,369.934922338998,248.118290933569,101.557775554132,4.16713556833498,26.0810657391021,43.9172473421109,28.6348766398776,0.0854173977356008,10.435300207532,35.2587836002614,25.7839766296795
57,56,501531.213363856,995385.131261569,513812.294915599,176000.172904694,203.148167358838,477.759241885843,265.586889093717,93.7575840188462,133.322208733667,224.164707416955,99.7315841577741,26.4072578549982,24.7117333352193,96.8884504213427,64.6408792619765,26.6237938778886,54.4836669883354,211.049461026762,131.171658932189,50.1786492510411,2.50851411053352,9.61229026685087,5.55139809534364,1.96567836898286,0.0608297451318024,6.53022320417586,18.7085686663763,8.3469671359582,217.551515871411,475.577457483798,242.799122342435,71.8954871816989,0,1.2869067243918,9.51498385117024,15.6516776165487,635.786636143136,1500.86873843012,835.705084400983,294.827095305963,302.846928149009,512.554748272138,228.847278122906,60.320853386135,105.07980730007,415.666297850795,278.630037922383,114.124864023093,4.69164210163358,29.3085124363337,49.3039161112484,32.187691999355,0.0961752524024026,11.72675255727,39.5827132387799,28.9837040733776
58,57,501452.257426897,995199.531293448,513709.141961514,175963.760368161,228.241123865844,536.694901663967,298.329430792972,105.314085886747,149.814968299042,251.836931214432,112.031388221166,29.6634898982377,27.7659809574133,108.845071622939,72.6123731961421,29.9063564993269,61.2311896328092,237.110128465269,147.349030861725,56.3666174768311,2.82029634585606,10.7995213204688,6.23543189686604,2.20805726645951,0.0684024442720944,7.3367820994809,21.0137734020102,9.37625700615617,244.800611557795,534.398885561106,272.608369486784,80.8076750425476,0,1.44648460373483,10.6782406278762,17.5970927622846,714.742573103033,1686.4687065514,938.858038485542,331.239631838591,340.551014466032,575.886902443715,257.011443077028,67.7776637855531,118.184453813743,467.041830820776,312.9047914194,128.241525666964,5.28112086041388,32.934514395749,55.3549237836959,36.1786450621472,0.108265935670156,13.1776869293622,44.4398918412746,32.5780238132284
59,58,501363.561303545,994991.058557818,513593.28285622,175922.86343432,256.422415016569,602.880584936186,335.098807070695,118.291640977863,168.340588032479,282.918894966063,125.846491930448,33.3207901414855,31.1964239547465,122.2738114923,81.5651191218081,33.5929218724391,68.8109560777532,266.38436997814,165.520831764108,63.3171985732478,3.17056911833359,12.133304500521,7.00389468896131,2.48032738510204,0.0769102123404861,8.24290747107107,23.6035066444023,10.5324755715471,275.420834042437,600.481797169041,306.093648197786,90.8188071264068,0,1.62577166811724,11.9848443622028,19.7824040316689,803.438696454659,1894.94144218144,1054.71714378041,372.13656567976,382.911397006663,647.030428622627,288.647334683886,76.1534774105692,132.90846047668,524.756617130327,351.405882904021,144.098525418889,5.94358677153688,37.0082263825414,62.1521885056591,40.661741700826,0.121853870561187,14.8077734669285,49.8960761124638,36.6155752873024
60,59,501263.928562163,994756.905433524,513463.158469896,175876.931929779,288.070043569897,677.202721370138,376.387103063588,132.863870930154,189.148679207193,317.828960369075,141.362747464367,37.4283457902602,35.0491845176889,137.354991616273,91.6192586736029,37.7329475823069,77.325306082782,299.26710302113,185.932042921752,71.1240489451185,3.56407509070273,13.6316900495607,7.86718008177818,2.78616844287322,0.0864682876034542,9.26086426556395,26.5127955123113,11.8312379185097,309.827681080714,674.721035147315,343.707916879032,102.06426002882,0,1.82720063611691,13.4524855072073,22.2371905834419,903.071437836582,2129.09456647517,1184.84153010364,418.068070221485,430.500975986679,726.945922552517,324.181770816021,85.5612597873991,149.451233762316,589.590930936245,394.653397550428,161.909991921624,6.68804056664774,41.5848453777618,69.7876935153527,45.6976223036103,0.137123705177664,16.639100434204,56.0251028086683,41.1509737027779
61,60,501152.016932731,994493.922581574,513317.020050273,175825.348788028,323.607733040229,760.654708693238,422.745717400027,149.225314965573,212.519253303807,357.036360421285,158.788588410416,42.0413182958774,39.375983377681,154.290779357905,102.909474601715,42.3818748138015,86.8890803385736,336.201420909915,208.857502424196,79.8922317482598,4.00614168911594,15.3149518720023,8.83696154272095,3.12971310838974,0.097206057272069,10.4044214471391,29.7809577560644,13.2900679950622,348.487669461887,758.12127187252,385.959715662242,114.69602147611,0,2.05350385139129,15.1010319296548,24.9946695689116,1014.98306726857,2392.0774184254,1330.97994972703,469.651211971985,483.962733959836,816.711354866079,364.093692930803,96.1277691019236,168.03661689082,662.420575508174,443.23106479449,181.916253090687,7.52459228942973,46.7263603242998,78.364723636084,51.3543744355704,0.154282789726261,18.6964699990572,62.909876167558,46.2455398216722
62,61,501030.647983896,994209.054728318,513158.770594596,175769.49105767,359.523197889405,844.696624754361,469.389540909875,165.687668185998,238.537124110044,400.670595556602,178.180043488916,47.1745261700134,44.1445293262615,172.943286620772,115.341823922849,47.501008868935,82.4487677708792,319.028630133534,198.452987635027,76.0302134136786,19.673612210264,75.815191939683,46.0477598217089,17.2122191530467,0.109268310565276,11.6889761552218,33.4519111853007,14.9284660350215,391.915516486035,851.794216792797,433.412545420032,128.882706694855,0,2.30774972861671,16.9527930200583,28.0921338091088,1136.35201610345,2676.94527168159,1489.22940540377,525.508942330658,543.780172749834,917.124323463614,408.735945797556,107.946382243398,188.904116137953,744.181036842841,497.762094773487,204.373883032327,24.413338707191,114.031000988431,125.732576505083,71.9287307576895,0.173563472313619,21.007669559376,70.6432567453051,51.9679444623314
63,62,500902.508265202,993908.826107155,512992.052618718,175710.637406576,393.511978951704,923.80567315114,513.245973121768,181.172631046099,266.58065530879,447.642340851895,199.048188304786,52.6987810593344,49.0854819660811,192.221774005832,128.183658138755,52.7891696313086,81.266378113164,314.565991073221,196.331905855916,75.4961158631009,33.3343689098113,128.409738321809,77.9212779197933,29.0802198068882,0.122806642892475,13.130455039415,37.5701194279335,16.7647018990226,440.590064904981,956.804548113404,486.613545869773,144.789824869345,0,2.59337228770942,19.0327126430703,31.5711492494529,1264.49173479742,2977.17389284443,1655.9473812818,584.362593424552,609.685829092003,1027.68410984664,457.880563264011,120.956988713536,212.208444787634,835.462335840811,558.637186757262,229.443804033608,40.7541420576604,179.165940043587,171.685736685133,91.9436715135679,0.195215395529318,23.6024923371856,79.3244304736221,58.3912621844262
64,63,500766.438779324,993590.405543416,512815.269443049,175648.220156715,427.014872235414,1001.55158353378,556.329309282724,196.393272638087,296.187412125881,497.148926272982,221.034528054283,58.5197248818413,54.0679602528335,211.603724472694,141.086415071313,58.1037827090941,82.5361793587109,319.616784916153,200.305224310048,77.3660508794278,45.718668551189,175.96817324503,106.403872187553,39.5504540878909,0.137956477107996,14.7424856162392,42.1706795450491,18.8089197565752,494.89817167483,1074.04862782944,546.032421290037,162.561143518353,0,2.91415069711074,21.3681072100085,35.4764948140873,1400.56122067597,3295.59445658343,1832.73055695102,646.779843285356,681.482443908387,1148.02143652482,511.360499067316,135.115971194181,237.995944279332,936.417712052131,625.954333529662,257.166816743995,57.1156193539251,244.410165990012,217.892496798584,112.153304519249,0.219482192738864,26.5098261311724,89.048421653406,65.5846781689491
65,64,500621.764895499,993252.140746471,512627.493305528,175581.912298549,460.72909023157,1079.68035884309,599.621542634816,211.693844440014,327.126373940658,548.796267752375,243.964292511527,64.5915247624136,59.0719752163365,231.018574967159,154.005254382862,63.4268787346246,85.6338304298355,331.713260002444,208.71362194638,80.9536336667003,57.3514684230011,220.541899018424,132.860316630308,49.1841426609951,0.154826248285534,16.5351654528224,47.2755833737693,21.0618336340853,555.167540011525,1204.29958964666,612.078116285476,182.321730720771,0,3.27413784520388,23.9879667071848,39.8541128316286,1545.23510450121,3633.85925352819,2020.50669447232,713.087701451233,759.154209988749,1278.08944734255,569.154060735002,150.418157103366,266.279829064555,1047.07087237539,699.725836719642,287.548821173229,73.9232326524671,311.458626880353,265.572237963148,133.09879636326,0.246589060423438,29.7561340717557,99.9008208808407,73.6094814025875
66,65,500468.137424976,992893.170301116,512428.243864082,175511.547140507,494.91190805014,1158.85750523869,643.49470705011,227.201737106351,359.272235392057,602.37808662796,267.746725365513,70.890296047441,64.1113716559327,250.533138244472,166.986780698595,68.7774851987237,90.0975934149278,349.040727461118,220.358475254069,85.7724273289341,68.6051988006042,263.577643761515,158.234161154893,58.361403458661,0.17349860452704,18.5153457528935,52.8954419198939,23.5174038386716,621.690769105905,1348.24967112558,685.117621669209,204.182806182121,0,3.67758067149721,26.922222805867,44.7493003327689,1698.86257502409,3992.82969888373,2219.75613591815,783.452859493673,842.765466881768,1417.98609682252,631.304571547216,166.875336716196,297.073828436253,1167.45295857805,779.970076622228,320.598300472401,91.4942770677952,381.56704781407,315.612715219969,155.167031448182,0.276742072441443,33.3654165043992,111.957903806365,82.5193563274272
67,66,500305.438694073,992513.192646513,512217.356095966,175437.070406947,529.560123290316,1239.10911195358,687.96135183557,242.917350719919,392.535448153623,657.75286091788,292.319704175564,77.3994319430421,69.200750372314,270.21665010908,180.078364566764,74.174450215648,95.5922710654361,370.29126871943,234.391538199011,91.4846650291412,79.7417999698609,306.086918520521,183.171696085551,67.3371731827309,0.194034943498038,20.687308671734,59.0324352752295,26.1658200792472,694.736878132015,1506.53438150875,765.487645526011,228.245136438683,0,4.12885308562982,30.2011683700359,50.2055654443935,1861.56130592706,4372.80735348661,2430.64390403374,857.929593052806,932.400827845722,1567.84912076651,697.873020879266,184.503672699866,330.39960441871,1297.63247065743,866.731166752136,356.334119417373,110.066896687982,455.6718112034,368.664868758518,178.636792598219,0.310131066766825,37.3596174315072,125.288307557567,92.36185811768
68,67,500133.729012068,992112.333371623,511994.904316555,175358.512712774,564.514482617025,1320.07934887616,732.820511705496,258.766257709207,426.824364886786,714.777228462822,317.619920650021,84.1017705769123,74.3434086830193,290.091754308406,193.295502922647,79.6232366113169,101.873500983142,394.519124243536,250.210568438125,97.8549100053041,90.943798909365,348.770703046833,208.111345819886,76.2806549017968,0.216479587631813,23.053370491742,65.6827982463758,28.9955993631885,774.55495226479,1679.74269489711,853.49999584881,254.600810278025,0,4.63240405008057,33.8550398141015,56.2640477807995,2033.27098793176,4773.66662837669,2653.09568344546,936.487287226551,1028.12955372031,1727.79363975026,768.910068695986,203.316308855203,366.2835429114,1437.70188544186,960.069600121333,394.781484050824,129.821770877022,534.479232910683,425.21213720861,203.711827138577,0.346932486037787,41.7590180459673,139.95460013673,103.179746362172
69,68,499953.2174594,991691.07210577,511761.160268864,175275.974403819,599.519709044264,1401.17880355517,777.741543321339,274.628995531733,462.025622927575,773.271530407124,343.567570165226,90.9756217838271,79.5286614343214,310.123846491729,206.614978883507,85.1132997008207,108.758511430924,421.022625706933,267.376189480491,104.714138922578,102.336207844786,392.106797626459,233.345199890872,85.3019516834456,0.24086243688726,25.6142706842014,72.838392192852,31.9946689150101,861.372965480698,1868.41730255824,949.442138104581,283.333633042042,0,5.1927171997784,37.9137190974164,62.9632866016566,2213.78254059946,5194.92789422964,2886.83973113628,1019.02559618111,1129.98398208863,1897.87454533723,844.439275125978,223.318980194814,404.750188032236,1587.7506988455,1060.04393380546,435.964320753745,150.897248415506,618.527544761817,485.617742962597,230.542965968066,0.38731093751305,46.5824627369066,156.014198489111,115.011762299294
70,69,499764.246575754,991250.203713187,511516.570848234,175189.617516397,634.259105812629,1481.67002671177,822.312256873554,290.358047513833,497.994700074033,833.003291210555,370.059102016474,97.9929221867591,84.7328712689059,330.22555102368,219.978117017506,90.6195558627363,116.104281696819,449.256409403524,285.551261566353,111.934114606686,114.001493217765,436.409124748053,259.060104588,94.4695405691158,0.267200038331999,28.3693473652982,80.4874275796059,35.1506765987669,955.393772137468,2073.0482594563,1053.57438005111,314.518489644064,0,5.8142768934304,42.4065020739357,70.3391366216255,2402.75342424595,5635.79628681261,3131.42915176653,1105.38248360359,1237.94602290333,2078.06313005042,924.446757957192,244.507330826926,445.81542426109,1747.83757902674,1166.69201991828,479.897549400092,173.399372034788,708.227671766551,550.155227421501,259.242116513769,0.431419298693013,51.8473974609702,173.519582856717,127.89282823438
71,70,499567.284426988,990790.817880373,511261.746371887,175099.661554886,668.37508146604,1560.71813612517,866.067215922885,305.78774163738,534.552117298485,893.680641051822,396.964409770764,105.118551401552,89.9216282758769,350.265835729982,233.29706617757,96.1050393247953,123.792106564683,478.769722326015,304.45903862022,119.410057174239,125.989617503136,481.86720073178,285.364589618227,103.821535488931,0.29549539547404,31.316546782584,88.6145578450049,38.4508240468421,1056.78952650801,2294.06250062205,1166.12486077139,348.220001603512,0,6.50153625688076,47.3618893869964,78.4246944366968,2599.7155730117,6095.18211962629,3386.25362811305,1195.33844511395,1351.93834408196,2268.23199175056,1008.87456487607,266.865211042971,489.480519187821,1917.96615602058,1280.01478113653,526.580453108803,197.408203587405,803.888732312612,619.027138706672,289.890625960397,0.479397590240007,57.5697501878686,192.517931907459,141.853783661627
72,71,499362.920073854,990314.287368721,510997.453838423,175006.381073719,701.482119051413,1637.42255019004,908.505360439763,320.740364307714,571.482816896709,954.951300061331,424.126483804472,112.310284234815,95.0520034060675,370.079354068948,246.461159984998,101.523549233504,131.717217061325,509.165231612509,323.855749933335,127.049525357157,138.324647020534,528.571887205144,312.306181446876,113.372822091751,0.3257369163956,34.4523217501814,97.2005736940317,41.8814651376974,1165.69538579358,2531.81110207902,1287.283280559,384.490756284743,0,7.2588843115386,52.8073717148858,87.2501596335828,2804.07992614602,6571.71263127871,3650.54616157736,1288.61892628096,1471.81846496622,2468.14504054434,1097.61632045504,290.363568591975,535.727338722314,2098.06568647539,1399.96332069756,575.991444147771,222.981557418664,905.732906396767,692.375629477954,322.543881290348,0.531370949280911,63.7636966001743,213.05034589618,156.920800614576
73,72,499151.859870517,989822.25861014,510724.611570988,174910.103760996,733.176314012292,1710.84003769296,949.102731757206,335.030555018687,608.537414193266,1016.40481000951,451.362489674184,119.519107739684,100.074590647756,389.474851389958,259.342596559745,106.821991532072,139.781863898258,540.071818719934,343.512864130527,134.765390156101,151.009222571538,576.532660471727,339.882868973721,123.119725444813,0.35789681072609,37.7714620175753,106.221872018202,45.427622453733,1282.20282734892,2786.55514039334,1417.19382104666,423.369254457953,0,8.09060916467852,58.7691848519854,96.8425922014006,3015.14012948275,7063.74138985969,3923.38842901223,1384.89623900444,1597.37467082932,2677.45067608336,1190.51427890201,314.959705195727,584.514553993382,2287.97582469341,1526.42882179327,628.083987257958,250.15708475371,1013.90358352974,770.288026668845,357.233615073473,0.587446935047173,70.4413418245472,235.150778277121,173.11458027128
74,73,498934.923386632,989316.641706116,510444.28357301,174811.208421845,763.042951662035,1780.00276776914,987.322405968861,348.468740188674,645.434608128817,1077.57673829859,478.465699837387,126.68975282408,104.935185938804,408.242017358557,271.801039821088,111.942263866934,147.89121651399,571.128638188682,363.206968921969,142.471944901283,164.027409799096,625.688527263123,368.050278331501,133.042904716653,0.391929301495971,41.2669021838951,115.649865294159,49.0725487570211,1406.35331202389,3058.4518443851,1555.94812763527,464.877845144587,0,9.00085843644155,65.2720411801014,107.225577756198,3232.07661336813,7569.35829388354,4203.71642699034,1483.79157815543,1728.32356319427,2895.6777630572,1287.35760840859,340.596851390027,635.774912573024,2487.43574569864,1659.2353727918,682.783722709795,278.953189400293,1128.46880799963,852.798980087635,393.968697336787,0.647712572519879,77.6123685502461,258.84485599945,190.449473028568
75,74,498713.037642293,988799.596607571,510157.671770907,174710.122208367,790.664161820983,1843.93635846355,1022.62443195454,360.864586645455,681.864514967641,1137.95442975751,505.208099163235,133.761398291211,109.576308517328,426.157638691012,283.687733078677,116.822935226528,155.950746850933,601.975087118528,382.713592943094,150.082613127995,177.346851164424,675.916227609289,396.727050511369,143.109520553207,0.427768729382627,44.9295201448359,125.450385816323,52.797353907777,1538.13200565598,3347.54053736745,1703.57812199404,509.020594517923,0,9.9935932769726,72.3388136319333,118.418789363096,3453.96235770667,8086.40339242915,4490.32822909322,1584.87779163319,1864.30873711998,3122.2335169828,1387.88151885547,367.203961496321,689.413150248379,2696.07587829179,1798.13454520453,739.986308264888,309.369380097459,1249.42247864091,939.891013981541,432.735240381097,0.712231104466043,85.2836497972513,284.148590413215,208.932527683019
76,75,498487.229657361,988273.515487057,509866.106153866,174607.317101887,815.626166978993,1901.67681976175,1054.4751697846,372.030263972505,717.492751634159,1196.98399117707,531.343521387827,140.668509363016,113.93852481772,442.990888921337,294.849020383752,121.400680839307,163.865128335898,632.246746034911,401.804936196446,157.509210903578,190.920193056828,727.035648158962,425.798380936164,153.274660231368,0.465327813220197,48.7479560754502,135.583180436846,56.5807516927612,1677.46225000217,3653.72992346495,1860.04944039896,555.781330885488,0,11.0725393489538,79.9901966090761,130.437490225016,3679.77034263899,8612.48451294339,4781.89384613368,1687.68289811304,2004.900922962,3356.40384659082,1491.76747053963,394.69579024216,745.304727880278,2913.41295766948,1942.80218542569,799.556163059067,341.38616232618,1376.68374455685,1031.4938422914,473.496193507728,0.781038812975106,93.4588699665255,311.067128125048,228.562582554445
77,76,498258.616758841,987740.999933735,509571.032038975,174503.305373815,837.527042481717,1952.28864261583,1082.35727937052,381.783948614403,751.965114467225,1254.07824181335,556.611205034627,147.341784653421,117.961697865516,458.508276966773,305.129635983622,125.611624361353,171.537864807721,661.574143902568,420.249377826774,164.661885469669,204.686321472789,778.81453496036,455.119125389444,163.482598265628,0.504496141320991,52.7084618902284,146.001528426628,60.3989236102327,1824.20070392221,3976.78663038031,2025.25546988106,605.121868612873,0,12.2411337355395,88.2443391123495,143.291992597707,3908.3832411585,9145.00006626495,5076.96796102502,1791.69462618529,2149.59933907375,3597.35571182456,1598.6442726618,422.973203271265,803.295161737519,3138.84743485779,2092.83677300908,861.325849938265,374.964839048049,1510.09608291356,1127.48353013907,516.190908147767,0.854141950914019,102.138159914337,339.59356401383,249.329415850309
78,77,498028.394245126,987204.832037705,509273.993947844,174398.633845453,855.984975594823,1994.88399998249,1105.7803319102,389.953555484965,784.913066581631,1308.62598864505,580.739929916108,153.709254901385,121.586248368889,472.47860220711,314.375994761201,129.392682762027,178.871577711799,689.584063271529,437.812586103093,171.449667955911,218.571498008079,830.972850604863,484.516677433503,173.667965107147,0.545138954162917,56.7947883465363,156.652004169696,64.2255005427875,1978.1332496544,4316.32520211951,2199.01207980455,656.980444949743,0,13.5024671174805,97.1164480573903,156.987082842871,4138.60575487378,9681.16796229456,5374.00605215575,1896.36615454684,2297.83454549527,3844.14198115604,1708.09028809822,451.923779718562,863.199985414798,3371.66337894893,2247.75943738612,925.096136581283,410.047293637366,1649.42634453584,1227.68169633563,560.734753580055,0.931513819389841,111.317750566923,369.7078336716,271.212969271112
79,78,497797.821489958,986667.941896916,508976.617510785,174293.877453337,870.64623014145,2028.64122905459,1124.29102647195,396.380334731799,815.959533835602,1360.00178181245,603.452359364183,159.697434638342,124.754353387538,484.677635561674,322.43929911624,132.682838371555,185.76874636515,715.902560565362,454.259669300996,177.781408791396,232.490422036739,883.186870952962,513.793665063782,183.756836690004,0.587096386074211,60.9881260795438,167.474420524028,68.031656785746,2138.97212788868,4671.80067205666,2381.05364556402,711.270551321367,0,14.8592270010921,106.618403809723,171.521485333083,4369.17851004124,10218.0581030843,5671.38248921492,2001.12254666329,2448.97259592985,4095.70843701487,1819.63658509719,481.422663579448,924.805330582397,3611.0308014532,2407.01557852954,990.63670998049,446.555883431207,1794.36428045927,1331.85512660829,607.018944227212,1.01309232436102,120.989684709954,401.375813318231,294.182735197416
80,79,497568.205213709,986133.36856385,508680.587739618,174189.631532093,881.193637211227,2052.82451162457,1137.48406629821,400.922700815055,844.725492779664,1407.57696878558,624.469954536375,165.232624598906,127.41120286966,494.893009070361,329.178783669274,135.42446898122,192.132797627936,740.15930869939,469.358136479407,183.567015935255,246.347442400152,935.093874349273,542.731016358004,193.667962913576,0.63018310839439,65.2670958550757,178.401944069208,71.7863087396631,2306.35403029355,5042.50303070278,2571.03000231753,767.880055493102,0,16.3136370634018,116.758356654069,186.887330430037,4598.79478629058,10752.6314361504,5967.41226038207,2105.36846790682,2602.32080435555,4350.90346226293,1932.77127763355,511.333730127528,987.869141854145,3856.01045319257,2569.97813278105,1057.68756798301,484.393523277187,1944.52285097535,1439.71599612271,654.910659500208,1.09877780365212,131.141562317092,434.548549776118,318.197253911667
81,80,497340.881679818,985604.218544369,508387.625961858,174086.503631312,887.354423787652,2066.80199168498,1145.01216504954,403.45975363681,870.836729454201,1450.73100266883,643.517995543209,170.242241266779,129.506208715266,502.928903562709,334.464824377596,137.564623155871,197.869422085149,761.992775058377,482.881339965329,188.718860657127,260.037818161695,986.297026989681,571.09111991741,203.314019226034,0.674188486487818,69.6077970960226,189.361392398728,75.4564036520929,2479.83952949077,5427.55455899502,2768.50484817287,826.670768970278,0,17.867399575145,127.5403527176,203.069698123736,4826.11832018122,11281.7814556308,6260.37403814228,2208.49636868873,2757.1347274755,4608.4897319729,2046.9447492371,541.510984515575,1052.1229602028,4105.56082841019,2735.95229947805,1125.96100738047,523.443997334079,2099.43946795539,1550.92280621264,704.253498995874,1.18843143991192,141.756356580458,469.161737106102,343.203800628239
