"","DATE","AGEGR","DEATHS","CASES","HOSPITALIZATIONS","NEGATIVE_TESTS","HOSPITAL_DEATHS","NON_HOSPITAL_DEATHS","NON_HOSPITAL_PREDEATH_DIAGNOSIS","PRE_SYMPTOMATIC_DIAGNOSIS","SYMPTOMS_POST_DIAGNOSIS","MILD_SYMPTOMATIC_DIAGNOSIS","MILD_SYMPTOMS_PRE_DIAGNOSIS","SEVERE_SYMPTOMATIC_DIAGNOSIS","SEVERE_SYMPTOMS_PRE_DIAGNOSIS","SEVERE_SYMPTOMS_PRE_DIAGNOSIS_EARLY","SEVERE_SYMPTOMS_PRE_DIAGNOSIS_LATE","SEVERE_SYMPTOMATIC_DIAGNOSIS_EARLY","SEVERE_SYMPTOMATIC_DIAGNOSIS_LATE","PRE_DEATH_HOSPITALIZATION","NO_DEATH_HOSPITALIZATION","CASES_NO_DEATH_NO_HOSPITALIZATION"
"252",2020-03-03,3,3,5,8,14,2,1,0,4,16,0,4,5,13,4,6,0,5,5,3,0
"253",2020-03-04,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",2020-03-04,1,0,8,1,59,0,0,0,7,18,8,16,0,3,1,1,0,0,0,1,8
"255",2020-03-04,2,0,6,3,27,0,0,0,4,11,2,9,2,2,1,2,1,1,1,2,3
"256",2020-03-04,3,2,11,8,17,0,1,0,8,12,1,3,9,11,2,9,0,9,4,3,1
"257",2020-03-05,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",2020-03-05,1,0,4,1,62,0,0,0,2,18,3,20,1,0,0,0,1,0,0,1,3
"259",2020-03-05,2,1,13,5,44,1,0,0,6,15,3,11,4,5,2,2,1,3,1,4,7
"260",2020-03-05,3,3,21,16,24,1,1,4,9,12,1,3,11,12,0,12,3,8,8,7,4
"261",2020-03-06,0,0,0,0,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"262",2020-03-06,1,0,8,1,63,0,0,0,8,11,8,10,0,1,0,1,0,0,0,1,8
"263",2020-03-06,2,0,3,1,58,0,0,0,1,8,0,6,1,2,0,1,1,0,0,1,1
"264",2020-03-06,3,6,14,11,28,3,3,0,11,10,2,7,11,5,1,10,0,11,4,7,3
"265",2020-03-07,0,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"266",2020-03-07,1,0,2,0,45,0,0,0,1,16,1,16,0,0,0,0,0,0,0,0,2
"267",2020-03-07,2,0,6,5,42,0,0,0,3,13,0,9,3,4,2,1,0,3,1,4,3
"268",2020-03-07,3,0,13,6,26,0,0,4,5,14,1,8,6,8,3,3,3,3,0,6,3
"269",2020-03-08,0,0,1,0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"270",2020-03-08,1,0,10,1,70,0,0,0,4,21,5,20,0,2,0,0,0,0,0,1,8
"271",2020-03-08,2,1,6,3,45,1,0,0,1,21,0,18,1,3,2,1,0,1,2,1,2
"272",2020-03-08,3,4,26,9,25,4,0,3,6,6,0,5,8,3,0,6,2,6,6,3,12
"273",2020-03-09,0,0,0,0,48,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"274",2020-03-09,1,0,11,0,155,0,0,0,8,26,7,26,1,0,0,0,1,0,0,0,10
"275",2020-03-09,2,1,12,6,116,1,0,0,7,24,3,24,5,1,0,4,1,4,1,5,6
"276",2020-03-09,3,2,13,9,48,2,0,0,9,13,3,5,6,8,0,6,0,6,7,2,4
"277",2020-03-10,0,0,2,1,81,0,0,0,1,3,1,3,0,0,0,0,0,0,0,1,1
"278",2020-03-10,1,0,21,1,300,0,0,0,13,30,14,30,0,1,1,0,0,0,0,1,20
"279",2020-03-10,2,0,15,3,147,0,0,0,11,31,10,24,1,7,3,1,0,1,1,2,14
"280",2020-03-10,3,2,33,16,118,2,0,3,14,13,4,6,14,11,4,11,4,10,7,9,15
"281",2020-03-11,0,0,0,0,103,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"282",2020-03-11,1,0,23,2,352,0,0,0,11,45,11,42,0,3,1,0,0,0,0,2,21
"283",2020-03-11,2,0,19,5,180,0,0,0,9,26,5,18,5,9,6,3,3,2,2,3,13
"284",2020-03-11,3,2,20,9,79,2,0,2,9,11,1,3,11,11,3,6,2,9,6,3,2
"285",2020-03-12,0,0,2,0,134,0,0,0,2,4,2,4,0,0,0,0,0,0,0,0,2
"286",2020-03-12,1,0,35,4,571,0,0,0,14,29,14,30,2,1,0,2,0,2,0,4,31
"287",2020-03-12,2,0,36,6,261,0,0,0,16,27,10,19,6,8,7,5,2,4,3,3,28
"288",2020-03-12,3,4,26,13,97,3,1,3,9,7,4,4,11,9,3,6,3,8,8,5,11
"289",2020-03-13,0,0,7,0,135,0,0,0,5,4,6,4,0,1,1,0,0,0,0,0,7
"290",2020-03-13,1,0,48,4,612,0,0,0,18,42,18,41,3,4,1,3,1,2,0,4,43
"291",2020-03-13,2,0,32,2,342,0,0,2,14,35,12,28,5,10,4,1,3,2,0,2,24
"292",2020-03-13,3,3,34,9,113,2,1,4,8,8,2,4,8,6,1,4,3,5,4,5,17
"293",2020-03-14,0,0,1,0,95,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
"294",2020-03-14,1,0,33,2,359,0,0,0,18,37,20,38,0,1,0,1,0,0,0,2,33
"295",2020-03-14,2,1,22,9,159,1,0,0,13,19,10,14,3,5,1,4,0,3,1,8,14
"296",2020-03-14,3,3,19,4,58,2,1,1,6,16,2,5,7,14,4,3,2,5,3,1,6
"297",2020-03-15,0,0,1,0,70,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"298",2020-03-15,1,0,22,2,188,0,0,0,11,53,13,55,2,2,2,0,1,1,0,2,20
"299",2020-03-15,2,1,10,5,84,0,1,0,5,21,2,19,3,2,1,1,1,2,1,4,4
"300",2020-03-15,3,5,13,6,43,3,2,1,8,17,3,2,5,15,1,6,0,5,2,4,7
"301",2020-03-16,0,0,4,0,138,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,4
"302",2020-03-16,1,0,57,4,688,0,0,0,39,61,40,58,3,7,2,2,1,2,1,3,51
"303",2020-03-16,2,2,45,6,395,2,0,1,37,39,33,37,5,3,2,2,3,2,3,3,38
"304",2020-03-16,3,5,30,13,110,4,1,6,19,13,5,5,16,10,3,11,4,12,4,9,9
"305",2020-03-17,0,0,1,0,95,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
"306",2020-03-17,1,0,53,2,685,0,0,0,39,61,37,57,4,6,3,2,2,2,0,2,49
"307",2020-03-17,2,0,37,7,293,0,0,1,28,40,29,39,5,7,2,2,3,2,3,4,31
"308",2020-03-17,3,7,33,8,98,6,1,2,24,14,17,5,10,12,4,4,5,5,4,4,22
"309",2020-03-18,0,0,4,0,97,0,0,0,4,4,3,4,1,0,0,0,1,0,0,0,3
"310",2020-03-18,1,0,67,2,710,0,0,0,47,57,46,56,4,4,2,0,3,1,0,2,63
"311",2020-03-18,2,1,50,4,364,1,0,0,36,46,35,39,2,8,5,2,2,0,1,3,43
"312",2020-03-18,3,5,27,9,114,3,2,3,17,20,7,8,12,14,4,5,4,8,6,3,12
"313",2020-03-19,0,0,2,0,85,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2
"314",2020-03-19,1,0,72,3,729,0,0,0,48,55,50,52,1,6,4,2,0,1,1,2,69
"315",2020-03-19,2,1,52,4,315,1,0,0,35,25,32,21,6,7,1,3,3,3,1,3,41
"316",2020-03-19,3,4,33,18,79,4,0,2,13,17,6,3,9,16,2,8,4,5,11,7,21
"317",2020-03-20,0,0,1,0,64,0,0,0,1,5,1,4,0,1,0,0,0,0,0,0,1
"318",2020-03-20,1,0,57,6,614,0,0,0,44,71,44,63,4,12,7,2,2,2,0,6,52
"319",2020-03-20,2,1,35,6,319,1,0,0,19,48,14,37,5,11,5,2,4,1,0,6,25
"320",2020-03-20,3,8,26,10,79,6,2,3,15,8,7,2,11,9,5,6,3,8,8,2,11
"321",2020-03-21,0,0,1,0,34,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1
"322",2020-03-21,1,0,32,3,281,0,0,0,25,43,25,41,3,5,2,2,1,2,1,2,29
"323",2020-03-21,2,1,32,8,150,1,0,0,24,40,21,32,4,9,4,4,1,3,2,6,26
"324",2020-03-21,3,3,16,12,74,1,2,0,10,15,2,4,12,15,5,9,3,9,7,5,3
"325",2020-03-22,0,0,0,0,31,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"326",2020-03-22,1,0,43,3,188,0,0,0,32,41,31,38,2,4,2,1,1,1,0,3,40
"327",2020-03-22,2,5,22,9,85,4,1,0,12,36,10,31,3,6,2,3,0,3,2,7,16
"328",2020-03-22,3,9,14,9,39,2,6,0,9,15,2,3,8,13,2,9,0,8,6,2,6
"329",2020-03-23,0,0,6,0,84,0,0,0,4,3,4,3,1,1,1,0,1,0,0,0,5
"330",2020-03-23,1,0,87,5,714,0,0,0,68,82,64,74,5,9,6,2,4,1,0,5,78
"331",2020-03-23,2,3,74,17,377,3,0,2,52,41,37,38,18,6,2,10,8,10,1,16,51
"332",2020-03-23,3,6,36,20,99,4,2,2,20,18,7,5,17,17,7,10,5,12,9,11,13
"333",2020-03-24,0,0,1,0,81,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,1
"334",2020-03-24,1,0,81,5,747,0,0,0,60,49,60,48,4,5,3,3,1,3,0,5,75
"335",2020-03-24,2,2,69,10,372,2,0,1,50,38,43,25,9,15,6,3,4,5,3,7,52
"336",2020-03-24,3,7,26,10,97,4,2,5,13,14,5,4,12,14,7,5,6,6,3,6,9
"337",2020-03-25,0,0,3,1,62,0,0,0,1,5,1,5,0,0,0,0,0,0,0,1,2
"338",2020-03-25,1,0,93,7,745,0,0,0,68,60,63,56,6,5,2,2,5,1,1,6,85
"339",2020-03-25,2,2,54,12,333,2,0,0,35,30,29,29,9,4,1,4,6,3,1,11,39
"340",2020-03-25,3,7,30,13,95,6,1,3,11,15,4,6,13,15,4,9,1,12,8,5,9
"341",2020-03-26,0,0,7,0,102,0,0,0,6,2,6,2,0,0,0,0,0,0,0,0,7
"342",2020-03-26,1,0,84,3,612,0,0,0,58,51,55,48,5,5,1,2,2,3,0,3,75
"343",2020-03-26,2,1,51,14,299,1,0,0,37,29,30,24,9,7,0,4,5,4,4,10,39
"344",2020-03-26,3,14,31,11,89,11,2,5,15,11,6,5,15,12,8,9,7,8,6,4,13
"345",2020-03-27,0,0,2,0,72,0,0,0,1,4,1,3,0,1,1,0,0,0,0,0,2
"346",2020-03-27,1,0,95,11,650,0,0,1,63,54,59,58,12,4,0,7,6,6,2,9,82
"347",2020-03-27,2,3,69,12,381,1,2,0,48,31,38,27,10,4,2,5,3,7,1,11,54
"348",2020-03-27,3,6,46,11,80,6,0,7,15,21,3,3,20,26,14,5,13,7,4,7,16
"349",2020-03-28,0,0,1,1,48,0,0,0,1,4,1,4,0,0,0,1,0,0,0,1,1
"350",2020-03-28,1,0,51,12,363,0,0,0,43,48,34,45,9,3,2,5,3,6,1,11,40
"351",2020-03-28,2,5,33,16,199,5,0,0,23,14,18,14,8,3,1,6,3,5,4,12,22
"352",2020-03-28,3,10,11,14,41,4,6,0,4,12,1,3,5,11,2,7,0,5,6,8,2
"353",2020-03-29,0,0,7,1,36,0,0,0,6,4,5,5,2,0,0,0,1,1,0,1,5
"354",2020-03-29,1,0,45,7,255,0,0,0,27,44,27,44,4,4,2,3,1,3,0,7,35
"355",2020-03-29,2,1,38,11,98,0,1,0,20,32,18,24,3,9,1,4,0,3,0,11,28
"356",2020-03-29,3,8,35,20,47,5,3,7,12,8,4,1,15,14,6,13,4,11,10,10,12
"357",2020-03-30,0,0,9,0,88,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,9
"358",2020-03-30,1,0,110,3,741,0,0,0,82,63,81,60,3,5,1,0,2,1,0,3,102
"359",2020-03-30,2,0,79,15,399,0,0,2,54,30,45,28,13,6,3,7,6,7,3,12,61
"360",2020-03-30,3,4,34,18,128,2,2,7,20,12,2,4,21,11,6,12,9,12,9,9,5
"361",2020-03-31,0,0,7,1,67,0,0,0,3,4,3,4,0,0,0,0,0,0,0,1,7
"362",2020-03-31,1,0,88,11,643,0,0,0,67,27,69,27,3,5,2,1,2,1,0,11,84
"363",2020-03-31,2,3,77,13,380,1,2,0,42,26,39,25,7,5,1,4,2,5,3,10,62
"364",2020-03-31,3,2,29,15,124,2,0,2,16,7,6,0,15,12,6,10,5,10,6,9,10
"365",2020-04-01,0,0,11,0,75,0,0,0,4,1,6,3,0,0,0,0,0,0,0,0,11
"366",2020-04-01,1,2,81,11,695,2,0,1,61,57,56,55,6,3,1,5,2,4,0,11,72
"367",2020-04-01,2,0,63,17,384,0,0,0,39,39,33,26,8,15,8,8,2,6,4,13,49
"368",2020-04-01,3,10,24,9,114,7,3,4,13,16,2,6,13,12,4,4,9,4,4,5,6
"369",2020-04-02,0,0,13,0,69,0,0,0,6,1,7,2,0,0,0,0,0,0,0,0,13
"370",2020-04-02,1,1,81,12,699,1,0,0,59,38,55,36,7,5,2,5,3,4,0,12,71
"371",2020-04-02,2,0,57,13,311,0,0,0,34,22,33,20,4,5,0,5,0,4,0,13,45
"372",2020-04-02,3,12,27,15,112,8,4,1,15,6,7,3,11,6,2,7,2,9,3,12,12
"373",2020-04-03,0,0,10,1,68,0,0,0,6,2,7,3,1,1,0,1,0,1,0,1,9
"374",2020-04-03,1,2,94,12,696,2,0,0,72,38,73,37,4,6,3,4,0,4,1,11,87
"375",2020-04-03,2,0,56,16,352,0,0,0,44,15,35,16,14,4,0,9,5,9,3,13,40
"376",2020-04-03,3,11,42,17,93,7,4,11,26,12,6,5,21,8,1,11,12,9,6,11,14
"377",2020-04-04,0,0,4,0,39,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,4
"378",2020-04-04,1,0,39,4,425,0,0,0,26,36,25,34,2,3,1,1,0,2,0,4,37
"379",2020-04-04,2,5,33,13,190,4,1,0,19,25,22,22,2,8,4,3,1,1,2,11,29
"380",2020-04-04,3,7,19,9,54,2,5,0,11,3,7,0,7,6,2,6,3,4,3,6,9
"381",2020-04-05,0,0,1,1,28,0,0,0,1,3,1,3,0,0,0,0,0,0,0,1,1
"382",2020-04-05,1,1,33,7,268,0,1,0,25,41,22,40,4,2,2,3,2,2,0,7,26
"383",2020-04-05,2,2,21,9,141,2,0,0,13,15,10,15,5,2,2,2,2,3,1,8,12
"384",2020-04-05,3,16,19,16,47,7,9,1,8,8,1,4,7,4,1,8,0,7,9,7,8
"385",2020-04-06,0,0,5,0,70,0,0,0,2,3,3,4,0,0,0,0,0,0,0,0,5
"386",2020-04-06,1,0,94,3,708,0,0,2,77,38,73,37,7,4,0,1,5,2,0,3,86
"387",2020-04-06,2,3,48,8,310,3,0,0,34,33,29,30,8,6,3,4,2,6,3,5,36
"388",2020-04-06,3,11,17,13,94,4,7,4,9,7,3,4,9,6,3,7,3,6,6,7,5
"389",2020-04-07,0,0,4,0,69,0,0,0,2,6,2,5,0,1,1,0,0,0,0,0,4
"390",2020-04-07,1,0,85,5,750,0,0,0,60,27,58,29,7,3,3,1,4,3,0,5,76
"391",2020-04-07,2,1,61,13,394,1,0,0,32,26,31,22,5,8,3,4,3,2,3,10,49
"392",2020-04-07,3,14,41,11,136,8,6,6,14,10,5,5,14,10,7,8,4,10,8,3,20
"393",2020-04-08,0,0,7,0,86,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,7
"394",2020-04-08,1,1,63,9,673,0,1,0,38,26,40,29,4,3,1,4,0,4,0,9,57
"395",2020-04-08,2,0,53,8,344,0,0,0,30,17,26,13,6,6,3,2,2,4,2,6,43
"396",2020-04-08,3,9,20,5,117,7,2,2,10,8,4,4,7,5,0,1,2,5,3,2,10
"397",2020-04-09,0,0,6,0,66,0,0,0,3,5,2,4,1,1,1,0,1,0,0,0,5
"398",2020-04-09,1,0,71,8,604,0,0,0,43,28,41,32,6,0,0,3,3,3,0,8,64
"399",2020-04-09,2,1,48,11,328,1,0,2,26,9,22,8,5,2,1,4,2,3,2,9,32
"400",2020-04-09,3,6,35,12,102,3,3,6,11,7,5,3,10,8,2,7,5,5,9,3,18
"401",2020-04-10,0,0,8,0,79,0,0,0,4,2,4,3,1,0,0,0,1,0,0,0,7
"402",2020-04-10,1,1,63,3,608,0,1,0,45,31,44,29,5,6,3,2,3,2,0,3,57
"403",2020-04-10,2,2,44,15,304,2,0,0,23,12,16,11,12,6,2,7,4,8,4,11,29
"404",2020-04-10,3,10,19,9,102,4,6,3,9,5,5,1,5,5,1,3,1,4,2,7,11
"405",2020-04-11,0,0,2,0,46,0,0,0,2,4,2,4,0,0,0,0,0,0,0,0,2
"406",2020-04-11,1,1,27,6,341,1,0,0,15,28,16,25,0,4,1,0,0,0,0,6,23
"407",2020-04-11,2,2,27,10,183,1,1,0,13,17,9,16,6,3,0,7,0,6,0,10,19
"408",2020-04-11,3,8,16,11,53,5,3,1,3,7,2,4,5,7,0,4,0,5,6,5,7
"409",2020-04-12,0,0,2,0,21,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,2
"410",2020-04-12,1,0,15,5,254,0,0,0,8,27,6,26,3,2,1,2,1,2,0,5,11
"411",2020-04-12,2,1,11,7,113,1,0,1,8,19,5,16,4,4,0,3,1,3,0,7,7
"412",2020-04-12,3,4,8,5,35,4,0,0,5,5,1,0,6,7,1,5,1,5,2,3,2
"413",2020-04-13,0,0,10,0,84,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,10
"414",2020-04-13,1,0,78,4,620,0,0,0,42,45,47,49,2,3,0,1,1,1,1,3,70
"415",2020-04-13,2,0,46,6,322,0,0,2,31,27,26,20,7,9,2,4,3,4,1,5,36
"416",2020-04-13,3,8,13,5,130,5,3,1,8,4,5,3,4,2,0,5,0,4,3,2,7
"417",2020-04-14,0,0,7,2,69,0,0,0,3,3,3,3,0,0,0,0,0,0,0,2,7
"418",2020-04-14,1,0,58,5,603,0,0,0,39,34,39,35,3,2,1,1,2,1,0,5,54
"419",2020-04-14,2,2,42,6,334,1,1,1,29,12,24,12,6,1,1,0,4,2,0,6,31
"420",2020-04-14,3,3,21,5,124,2,1,4,7,7,3,3,5,5,1,4,1,4,4,1,10
"421",2020-04-15,0,0,8,0,69,0,0,0,2,7,4,9,0,0,0,0,0,0,0,0,8
"422",2020-04-15,1,2,59,6,630,2,0,1,38,41,41,37,2,9,3,3,0,2,0,6,53
"423",2020-04-15,2,0,48,10,339,0,0,6,19,18,20,21,6,4,3,4,2,4,2,8,34
"424",2020-04-15,3,3,21,6,124,2,1,2,5,8,4,2,4,9,3,0,3,1,3,3,15
"425",2020-04-16,0,0,9,0,63,0,0,0,5,3,6,4,0,0,0,0,0,0,0,0,9
"426",2020-04-16,1,0,64,9,644,0,0,0,45,33,43,33,6,4,2,4,1,5,1,8,54
"427",2020-04-16,2,2,29,6,303,2,0,0,18,13,16,10,5,6,2,1,3,2,2,4,21
"428",2020-04-16,3,10,25,9,168,8,2,7,10,2,3,1,9,3,2,7,3,6,6,3,8
"429",2020-04-17,0,0,10,0,77,0,0,0,6,5,7,6,0,0,0,0,0,0,0,0,10
"430",2020-04-17,1,2,75,7,610,1,1,0,49,26,49,30,5,1,0,5,2,3,0,7,70
"431",2020-04-17,2,3,45,8,377,3,0,0,20,6,23,9,7,7,6,2,4,3,0,8,37
"432",2020-04-17,3,3,16,7,124,2,1,1,9,3,4,0,7,5,0,5,1,6,5,2,9
"433",2020-04-18,0,0,1,0,57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"434",2020-04-18,1,0,24,3,366,0,0,1,18,31,15,28,4,4,2,0,2,2,1,2,19
"435",2020-04-18,2,1,17,8,207,1,0,0,8,16,8,12,0,4,0,1,0,0,1,7,12
"436",2020-04-18,3,10,15,9,94,7,3,0,6,5,1,1,5,4,0,6,1,4,2,7,8
"437",2020-04-19,0,0,0,0,57,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"438",2020-04-19,1,0,19,4,289,0,0,0,14,22,14,19,3,6,2,3,0,3,0,4,16
"439",2020-04-19,2,4,16,9,175,1,2,1,13,20,7,15,7,6,4,6,2,5,1,7,8
"440",2020-04-19,3,9,6,7,110,6,3,0,3,3,0,1,5,4,2,6,1,4,1,6,1
"441",2020-04-20,0,0,7,0,81,0,0,0,5,9,5,9,0,0,0,0,0,0,0,0,7
"442",2020-04-20,1,0,66,1,636,0,0,0,47,38,48,39,5,5,3,0,5,0,0,1,61
"443",2020-04-20,2,0,39,9,373,0,0,0,25,21,24,20,4,4,2,3,1,3,1,8,33
"444",2020-04-20,3,6,12,9,163,4,2,1,7,8,3,4,5,5,3,7,1,4,8,1,6
"445",2020-04-21,0,0,7,0,111,0,0,0,6,7,6,7,0,0,0,0,0,0,0,0,7
"446",2020-04-21,1,0,53,9,562,0,0,1,37,24,36,26,5,2,1,4,1,4,0,9,47
"447",2020-04-21,2,5,39,8,326,3,2,0,25,12,20,10,8,5,3,5,3,5,4,4,28
"448",2020-04-21,3,9,9,4,130,5,4,5,5,6,0,1,6,6,3,2,1,5,2,2,0
"449",2020-04-22,0,0,9,0,96,0,0,0,5,2,7,4,0,0,0,0,0,0,0,0,9
"450",2020-04-22,1,1,55,5,637,0,1,1,37,28,38,30,3,2,0,4,2,1,0,5,51
"451",2020-04-22,2,2,28,5,356,1,1,0,17,10,14,10,4,1,0,3,2,2,1,4,22
"452",2020-04-22,3,2,23,12,166,2,0,2,11,5,3,2,10,5,1,6,3,7,3,9,7
"453",2020-04-23,0,0,4,0,87,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,4
"454",2020-04-23,1,0,56,6,635,0,0,2,37,33,36,35,6,3,3,3,0,6,1,5,45
"455",2020-04-23,2,1,34,4,368,1,0,0,17,11,19,12,3,4,3,1,2,1,2,2,29
"456",2020-04-23,3,4,8,4,117,2,2,0,1,2,0,0,4,5,1,2,1,3,1,3,1
"457",2020-04-24,0,0,6,0,63,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,6
"458",2020-04-24,1,1,40,1,627,0,1,1,29,42,31,45,2,1,0,1,1,1,0,1,37
"459",2020-04-24,2,3,31,7,365,2,1,1,19,13,14,13,6,1,0,3,3,3,1,6,24
"460",2020-04-24,3,5,17,5,165,4,1,2,7,4,2,1,6,4,1,3,1,5,3,2,11
"461",2020-04-25,0,0,3,0,84,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,3
"462",2020-04-25,1,0,32,4,523,0,0,0,26,29,25,26,1,3,2,1,1,0,0,4,30
"463",2020-04-25,2,4,16,7,281,3,1,0,8,13,8,11,3,5,1,3,0,3,2,5,12
"464",2020-04-25,3,6,17,6,168,4,2,3,5,3,0,2,8,4,3,3,4,4,2,4,7
"465",2020-04-26,0,0,2,0,53,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,2
"466",2020-04-26,1,0,21,5,292,0,0,0,14,24,11,23,3,1,1,2,1,2,0,5,18
"467",2020-04-26,2,1,17,6,165,1,0,1,5,14,6,13,3,5,2,2,2,1,2,4,12
"468",2020-04-26,3,8,5,3,52,6,2,1,3,3,0,0,4,4,1,3,1,3,2,1,1
"469",2020-04-27,0,0,7,0,97,0,0,0,3,7,4,8,0,0,0,0,0,0,0,0,7
"470",2020-04-27,1,1,66,0,598,1,0,0,46,41,47,43,3,2,1,0,2,1,0,0,61
"471",2020-04-27,2,0,43,5,349,0,0,2,25,10,23,10,5,3,2,2,2,3,0,5,35
"472",2020-04-27,3,5,7,1,170,3,2,3,5,3,1,0,4,3,0,1,1,3,0,1,2
"473",2020-04-28,0,0,5,0,96,0,0,0,2,6,3,7,0,0,0,0,0,0,0,0,5
"474",2020-04-28,1,0,59,6,737,0,0,0,40,35,41,37,2,1,1,2,0,2,0,6,56
"475",2020-04-28,2,3,24,2,417,3,0,0,12,8,12,8,1,1,0,0,1,0,1,1,22
"476",2020-04-28,3,2,8,7,266,1,1,0,3,5,1,1,4,6,1,4,0,4,1,6,3
"477",2020-04-29,0,0,11,0,73,0,0,0,10,2,10,2,0,0,0,0,0,0,0,0,11
"478",2020-04-29,1,0,54,3,764,0,0,0,34,23,39,29,2,1,1,0,2,0,1,2,49
"479",2020-04-29,2,3,35,5,419,2,1,1,24,7,21,7,6,3,1,3,1,5,0,5,29
"480",2020-04-29,3,3,18,5,198,1,2,2,5,1,2,0,5,3,1,3,1,4,4,1,9
"481",2020-04-30,0,0,11,0,68,0,0,0,4,8,5,9,0,0,0,0,0,0,0,0,11
"482",2020-04-30,1,0,47,2,697,0,0,0,27,27,31,32,1,0,0,0,0,1,0,2,45
"483",2020-04-30,2,0,16,3,339,0,0,0,10,9,10,7,2,4,1,1,0,2,1,2,13
"484",2020-04-30,3,4,9,1,149,3,1,3,4,3,2,0,2,3,2,0,1,1,1,0,4
"485",2020-05-01,0,0,11,0,105,0,0,0,7,4,7,4,0,0,0,0,0,0,0,0,11
"486",2020-05-01,1,0,64,3,640,0,0,0,44,39,46,40,0,1,1,0,0,0,1,2,64
"487",2020-05-01,2,2,35,4,364,1,1,1,16,7,16,6,4,5,4,1,3,1,0,4,27
"488",2020-05-01,3,5,24,3,145,4,0,5,8,3,0,0,8,3,1,3,3,5,1,1,13
"489",2020-05-02,0,0,4,0,84,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,4
"490",2020-05-02,1,0,24,3,405,0,0,0,18,24,20,25,0,1,0,0,0,0,0,3,23
"491",2020-05-02,2,1,9,7,222,0,1,0,5,5,3,6,3,0,0,4,0,3,3,4,6
"492",2020-05-02,3,3,8,5,94,0,3,0,5,3,2,1,4,3,0,5,0,4,3,2,4
"493",2020-05-03,0,0,1,0,49,0,0,0,1,4,1,3,0,1,1,0,0,0,0,0,1
"494",2020-05-03,1,0,18,3,273,0,0,0,11,19,10,17,1,2,1,0,1,0,0,3,16
"495",2020-05-03,2,1,5,2,116,1,0,0,3,4,1,3,2,1,0,1,0,2,1,1,3
"496",2020-05-03,3,3,2,1,56,3,0,1,0,2,0,1,2,3,2,0,2,0,0,1,0
"497",2020-05-04,0,0,13,0,98,0,0,0,9,5,8,5,1,0,0,0,1,0,0,0,12
"498",2020-05-04,1,1,66,4,798,0,1,0,49,25,49,26,4,3,2,2,3,1,0,4,61
"499",2020-05-04,2,5,25,3,456,3,2,1,14,7,14,8,2,1,0,1,1,1,1,2,21
"500",2020-05-04,3,1,9,5,231,1,0,1,1,5,1,0,2,7,2,2,0,2,3,2,5
"501",2020-05-05,0,0,4,1,89,0,0,0,3,6,3,6,0,0,0,0,0,0,0,1,4
"502",2020-05-05,1,0,45,5,724,0,0,1,29,23,32,25,2,3,2,1,1,1,0,5,42
"503",2020-05-05,2,4,20,0,417,3,1,1,11,5,11,4,2,3,3,0,1,1,0,0,18
"504",2020-05-05,3,1,10,4,231,1,0,6,2,5,0,0,2,5,1,2,0,2,1,3,3
"505",2020-05-06,0,0,13,0,101,0,0,0,8,2,11,5,0,0,0,0,0,0,0,0,13
"506",2020-05-06,1,0,52,3,709,0,0,0,34,17,38,20,1,2,1,1,0,1,0,3,49
"507",2020-05-06,2,1,15,3,346,1,0,1,10,5,10,6,2,1,0,0,2,0,0,3,12
"508",2020-05-06,3,4,15,5,157,2,2,4,8,1,1,0,8,2,1,5,3,5,3,2,4
"509",2020-05-07,0,0,6,0,84,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6
"510",2020-05-07,1,0,43,1,569,0,0,0,33,15,30,14,5,3,2,1,4,1,0,1,38
"511",2020-05-07,2,2,20,3,308,2,0,1,9,2,7,4,4,0,0,2,2,2,0,3,15
