bstar,beta_d,t-2021.03.31-sd_1,t-2021.03.31-sd_2,t-2021.03.31-sd_3,t-2021.03.31-sd_4,t-2021.04.25-sd_1,t-2021.04.25-sd_2,t-2021.04.25-sd_3,t-2021.04.25-sd_4,delta_IM_1,delta_IM_2,delta_IM_3,delta_IM_4,delta_IS_1,delta_IS_2,delta_IS_3,delta_IS_4,rho_A_1,rho_A_2,rho_A_3,rho_A_4,m_1,m_2,m_3,m_4
0.0205275902975085,0.570207225875572,0.175945220817812,0.0686387416440994,0.463789749739226,0.173796590033453,0.437449438904878,0.406111973710358,0.641180098988116,0.237930918950587,0.22488592849113,0.163320565037429,0.21909210938029,0.182309199450538,0.441712990007363,0.348656364297494,0.360732377553359,0.353596307314001,0.205360222666059,0.175187680043746,0.162069715023972,0.221783345891163,0.989917146565196,0.977795110519203,0.894732932852283,0.706416965446917
0.0194611905644132,0.387464696316168,0.177059106226079,0.104214294045232,0.059877773351036,0.184998373675626,0.105214559042361,0.225159186450764,0.569798204291146,0.40766975665465,0.265666170278564,0.196995062939823,0.302735174866393,0.241690810117871,0.485424386640079,0.263261087681167,0.358718946063891,0.492835639580153,0.296219099184964,0.193787130306009,0.163381746027153,0.180608935863711,0.989545101121446,0.987133473736397,0.928266891202732,0.732204198311715
0.020437180055956,0.844456683978821,0.124138982174918,0.159830165538006,0.214885495312046,0.458588909858372,0.178807517385576,0.493603217112832,0.0774915440590121,0.0767435378860682,0.204682475002483,0.256901693344116,0.228580342419445,0.21182697834447,0.290270306961611,0.219041856122203,0.221741016488522,0.331092742225155,0.237820496479981,0.167180116544478,0.164721626008395,0.278449714486487,0.993424464206458,0.963744758789018,0.937351604922323,0.714397678966303
0.0209496471444538,0.529396379216418,0.316182559775188,0.130111936677713,0.252499849908054,0.38556433536578,0.0932404133374803,0.255296206462663,0.479728473583236,0.427000877365936,0.334287828207016,0.214561354229227,0.264017071016133,0.291429415857419,0.326846254034899,0.219947914709337,0.367102399887517,0.390096827596426,0.196249099751003,0.205737665493507,0.198946030705702,0.250335124426056,0.989965019454855,0.971222244084121,0.920319775812101,0.735922975302079
0.0183557450007963,0.758610599959231,0.139860341639724,0.0677068863762543,0.374236899940297,0.0961538900388405,0.187111772526987,0.212942711333744,0.540430751547683,0.377248121192679,0.323976294742897,0.182919346634299,0.208306671539322,0.190491323405877,0.205890530953184,0.464129348308779,0.468465971224941,0.302525555063039,0.270647632086184,0.254150940966792,0.272896433703136,0.200397977989633,0.991587006699016,0.987005869635598,0.896838580995377,0.785999850673872
0.021733491470683,0.758657085248015,0.420298533013556,0.161256938963197,0.348090769723058,0.193296282831579,0.217028914857656,0.429153756564483,0.297705856722314,0.298924356908537,0.197647919366136,0.236279904982075,0.249228163575754,0.29920788849704,0.242280524596572,0.324514805106446,0.375197179988027,0.243739566532895,0.272112002188805,0.169374803965911,0.159215375350323,0.270012425235473,0.992655878773336,0.974627003355451,0.896621767676164,0.662654811518656
0.0198455573857023,0.780852613955661,0.10600682971999,0.0878962654503994,0.478271890734322,0.0815346698858775,0.147349880880211,0.422489153966308,0.68707739491947,0.397180023242254,0.299388263979927,0.188454014621675,0.209411065187305,0.203458025725558,0.324045955529436,0.21931816234719,0.457789096189663,0.266475649247877,0.239717738307081,0.23195762905525,0.214880643517245,0.282430773682427,0.9904822352832,0.979340826828101,0.920867310551482,0.685753989298688
0.0199799836418255,0.497399742270515,0.191103690373711,0.146468403039034,0.211427838553209,0.1831378430943,0.112996531499084,0.304024897620548,0.0879435656825081,0.0719294733484276,0.317822073912248,0.244682740978897,0.201838014693931,0.240806087292731,0.372034137649462,0.365961454738863,0.209982922882773,0.478451289306395,0.193248165864497,0.211665766267106,0.2838768006186,0.203074651630595,0.994225695729382,0.977229973685045,0.959439610370473,0.635023478016197
0.0204229787178375,0.415361251227287,0.128440775163472,0.0784411168424413,0.34063492011046,0.0669106679968536,0.202477164764423,0.384302645036951,0.315774467901792,0.258732185140252,0.316641049925238,0.174396202201024,0.236652075033635,0.254141930676997,0.395579334767535,0.203800835390575,0.371847084374167,0.241730259498581,0.223299020086415,0.257534724008292,0.168837863544468,0.189290591643658,0.992460601838718,0.981128450533135,0.944874373140856,0.695832013796946
0.0210080604936561,0.44568077398628,0.237166921142489,0.128779301827308,0.334535594808403,0.0868306559626944,0.587021351535805,0.284536503104027,0.133379565132782,0.295963620685507,0.155318201426417,0.15953386425972,0.217167158657685,0.303566604619846,0.211513629811816,0.253434286476113,0.437482261192054,0.403820914123207,0.222965222282801,0.183305148838554,0.158379360067192,0.219318620651029,0.988091936733815,0.978063679069773,0.929548752299352,0.719993102670962
