V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
0.0174638239783235,0.502734228724148,10.7199787036516,0.503482712712139,0.609376197773963,0.595855700410903,0.771639759000391,0.0831346888095141,0.181842099502683,0.0836562519427389,0.0942875517066568,0.368806092720479,0.280903581972234,0.292688195221126,0.25951138061937,0.196209274604917,0.289262803620659,0.180872334586456,0.243790401157457,0.258300819806755,0.213626295141876,0.170313277328387,0.222260251827538
0.0215609874494839,0.29716553731123,22.3419205104001,0.789656879007816,0.65014400081709,0.774507177527994,0.583949868008494,0.0629294385202229,0.199522213684395,0.0662165129091591,0.194406483136117,0.194837553752586,0.349188802042045,0.292052703141235,0.167250890284777,0.29289060398005,0.255706018663477,0.180399658530951,0.296444446791429,0.160616625891998,0.115927654411644,0.175526094576344,0.247266722237691
0.0176188010512851,0.665927633875981,15.4225730961189,0.854922598227859,0.646658146567643,0.653968318831176,0.631347586773336,0.203271345281973,0.0961956510785967,0.173713822010905,0.100973601313308,0.197666732105427,0.18744331698399,0.308200907660648,0.277783799334429,0.274501093500294,0.184730695886537,0.262145779270213,0.294601686741225,0.142914018034935,0.180677757505327,0.210002563707531,0.223551470693201
0.0211872171564028,0.307509125245269,22.6718810605817,0.7274916684255,0.755177223775536,0.65431733764708,0.643347903527319,0.177541093947366,0.0786340323742479,0.0548307777382433,0.110975869419053,0.204058694350533,0.164852705970407,0.129069193452597,0.218623418849893,0.228131243633106,0.289387310435995,0.183385414432269,0.172267922270112,0.116507098916918,0.195982841495424,0.161154170939699,0.191030990798026
0.0196768626582343,0.449085001763888,18.7718722615391,0.808297872822732,0.71871152613312,0.834126999601722,0.856915382854641,0.0786416471004486,0.0940457773860544,0.0664593395311385,0.137190721184015,0.196497325436212,0.334525018255226,0.116935750399716,0.294587940652855,0.234729938465171,0.197306712646969,0.228245993494056,0.250318510481156,0.242165285209194,0.15788733176887,0.198369353450835,0.234528744919226
0.0190197747480124,0.316290780797135,17.1747685181908,0.73650280283764,0.603662363160402,0.829561487212777,0.81682938951999,0.0894660973921418,0.0977141763083637,0.141048015095294,0.242491083499044,0.215068914880976,0.317321212287061,0.341427384130657,0.288841385161504,0.276644340867642,0.196087589557283,0.278704507334623,0.219409825641196,0.153748136945069,0.142008339334279,0.224559930665419,0.214752480806783
0.0184677232429385,0.71625248369528,21.997101733461,0.882263836357743,0.595152519457042,0.780870429053903,0.692988339718431,0.164690820779651,0.0832670480012894,0.0500430093146861,0.143789377389476,0.201459618029185,0.236334244185127,0.199089536489919,0.284141804534011,0.192693399335258,0.167689860134851,0.190099945419934,0.282861282199156,0.115166380256414,0.288922567013651,0.254017795575783,0.134225176461041
0.0170690818876028,0.700076411338523,12.7901507588103,0.645043870434165,0.653947669547051,0.636897969990969,0.883420609869063,0.056247001606971,0.146734521258622,0.24425600185059,0.103350219503045,0.238949550664984,0.135301817324944,0.315707718837075,0.295716718561016,0.179657647025306,0.185981620231178,0.218517071334645,0.283322136313654,0.182808080175892,0.128712048335001,0.1293521896936,0.26467126198113
0.018603150874842,0.771701683779247,19.8281129742973,0.884915524441749,0.782936099544168,0.776203285437077,0.812084573693574,0.116103286202997,0.0782073433510959,0.159013239806518,0.0720818312838674,0.189252078044228,0.157940865540877,0.299660084652714,0.378583358903416,0.235341726208571,0.21361308839405,0.151128325320315,0.152013018575963,0.180852431384847,0.178022402152419,0.247033566236496,0.190430673072115
0.0174359441897832,0.383012661675457,8.18049311079085,0.802216459624469,0.646350942086428,0.757839662116021,0.763425970077515,0.0503923926502466,0.0613098467234522,0.118120176391676,0.146859721466899,0.230632375273854,0.387984310672619,0.116958105424419,0.322715970082209,0.226511047908571,0.286778537998907,0.231195828784257,0.228305257495958,0.174267076747492,0.261300854757428,0.143141906429082,0.141321083391085
